GameID,Week,Day,Date,WinnerID,LoserID,WinnerScore,LoserScore,StadiumID,Time,Duration,Attendance,Temperature,Humidity,Wind,FavoredTeam,Spread,OverUnder,OUResult,URL
,12,,2016-11-27,24,5,35,32,Oakland Coliseum,04:25,03:19:00,54909,59,,12,Raiders,3.5,48.5,O,http://www.pro-football-reference.com/boxscores/201611270rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,20,23,22,17,MetLife Stadium,04:25,03:04:00,78160,47,,10,Patriots,8.5,48,U,http://www.pro-football-reference.com/boxscores/201611270nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-27,16,10,30,27,Sports Authority Field at Mile High,08:30,03:57:00,76819,44,,21,Broncos,3.5,40,O,http://www.pro-football-reference.com/boxscores/201611270den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,12,,2016-11-28,12,25,27,13,Lincoln Financial Field,08:30,02:58:00,69596,47,,7,Eagles,4,47,U,http://www.pro-football-reference.com/boxscores/201611280phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-01,9,19,17,15,U.S. Bank Stadium,08:25,03:08:00,66860,,,,Cowboys,3,43.5,U,http://www.pro-football-reference.com/boxscores/201612010min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,16,2,29,28,Georgia Dome,01:00,02:59:00,69879,,,,Falcons,5,50,O,http://www.pro-football-reference.com/boxscores/201612040atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,11,21,28,13,Mercedes-Benz Superdome,01:00,03:09:00,73137,,,,Saints,6.5,53,U,http://www.pro-football-reference.com/boxscores/201612040nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,10,15,20,10,EverBank Field,01:00,03:07:00,63750,70,,10,Broncos,3.5,38.5,U,http://www.pro-football-reference.com/boxscores/201612040jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,20,17,26,10,Gillette Stadium,01:00,02:58:00,66829,39,,8,Patriots,13,44.5,U,http://www.pro-football-reference.com/boxscores/201612040nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,6,28,26,6,Soldier Field,01:00,02:57:00,59782,33,,5,,0,44,U,http://www.pro-football-reference.com/boxscores/201612040chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,7,25,32,14,Paul Brown Stadium,01:00,03:03:00,55456,42,,10,Bengals,2,42,O,http://www.pro-football-reference.com/boxscores/201612040cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,12,13,21,13,Lambeau Field,01:00,03:08:00,77867,32,,8,Packers,6.5,44.5,U,http://www.pro-football-reference.com/boxscores/201612040gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,3,18,38,6,M&T Bank Stadium,01:00,02:54:00,70916,47,,3,Ravens,3.5,41.5,O,http://www.pro-football-reference.com/boxscores/201612040rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,24,4,38,24,Oakland Coliseum,04:05,03:23:00,54759,59,,4,Raiders,3,48.5,O,http://www.pro-football-reference.com/boxscores/201612040rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,1,32,31,23,University of Phoenix Stadium,04:25,03:12:00,64939,,,,Cardinals,2.5,48.5,O,http://www.pro-football-reference.com/boxscores/201612040crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,26,22,24,14,Heinz Field,04:25,03:06:00,65825,43,,71,Steelers,6.5,49.5,U,http://www.pro-football-reference.com/boxscores/201612040pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,30,27,28,21,Qualcomm Stadium,04:25,03:04:00,53832,72,,7,Chargers,3.5,49,P,http://www.pro-football-reference.com/boxscores/201612040sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-04,29,5,40,7,CenturyLink Field,08:30,03:10:00,69104,37,,4,Seahawks,8,43.5,O,http://www.pro-football-reference.com/boxscores/201612040sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,13,,2016-12-05,14,23,41,10,MetLife Stadium,08:30,02:53:00,78160,45,,6,Jets,1,48.5,O,http://www.pro-football-reference.com/boxscores/201612050nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-08,16,24,21,13,Arrowhead Stadium,08:25,03:14:00,75191,21,,7,Chiefs,3.5,46,U,http://www.pro-football-reference.com/boxscores/201612080kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,7,8,23,10,FirstEnergy Stadium,01:00,02:54:00,60280,28,,15,Bengals,4.5,42,U,http://www.pro-football-reference.com/boxscores/201612110cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,32,25,27,22,Lincoln Financial Field,01:00,03:10:00,69596,35,,3,Redskins,2,48.5,O,http://www.pro-football-reference.com/boxscores/201612110phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,31,10,13,10,Nissan Stadium,01:00,03:02:00,68780,50,,5,Titans,2,44,U,http://www.pro-football-reference.com/boxscores/201612110oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,13,14,22,17,Lucas Oil Stadium,01:00,03:12:00,65250,,,,Colts,6.5,47.5,U,http://www.pro-football-reference.com/boxscores/201612110clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,11,6,20,17,Ford Field,01:00,02:56:00,61726,,,,Lions,7.5,42,U,http://www.pro-football-reference.com/boxscores/201612110det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,19,15,25,16,EverBank Field,01:00,03:14:00,62701,71,,5,Vikings,3,38,O,http://www.pro-football-reference.com/boxscores/201612110jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,5,27,28,16,Bank of America Stadium,01:00,03:25:00,73856,37,,6,Panthers,1,48.5,U,http://www.pro-football-reference.com/boxscores/201612110car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,26,4,27,20,New Era Field,01:00,03:11:00,69657,27,,9,Steelers,1,45.5,O,http://www.pro-football-reference.com/boxscores/201612110buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,18,1,26,23,Hard Rock Stadium,01:00,03:30:00,65750,77,,18,Cardinals,2,44,O,http://www.pro-football-reference.com/boxscores/201612110mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,23,28,23,17,Levi's Stadium,04:05,03:21:00,70178,54,,8,49ers,3,42.5,U,http://www.pro-football-reference.com/boxscores/201612110sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,30,21,16,11,Raymond James Stadium,04:25,03:01:00,62140,79,,9,Buccaneers,2,52,U,http://www.pro-football-reference.com/boxscores/201612110tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,12,29,38,10,Lambeau Field,04:25,03:11:00,78570,26,,5,Seahawks,3,47,O,http://www.pro-football-reference.com/boxscores/201612110gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,2,17,42,14,Los Angeles Memorial Coliseum,04:25,03:12:00,82495,65,,1,Falcons,4.5,44,O,http://www.pro-football-reference.com/boxscores/201612110ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-11,22,9,10,7,MetLife Stadium,08:30,03:03:00,80874,32,,,Cowboys,3.5,47,U,http://www.pro-football-reference.com/boxscores/201612110nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,14,,2016-12-12,20,3,30,23,Gillette Stadium,08:30,03:20:00,66829,31,,3,Patriots,6,45,O,http://www.pro-football-reference.com/boxscores/201612120nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-15,29,17,24,3,CenturyLink Field,08:25,03:12:00,69670,36,,5,Seahawks,15,39.5,U,http://www.pro-football-reference.com/boxscores/201612150sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-17,18,23,34,13,MetLife Stadium,08:25,03:02:00,78160,35,,5,Dolphins,2.5,40,O,http://www.pro-football-reference.com/boxscores/201612170nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-18,26,7,24,20,Paul Brown Stadium,01:00,03:15:00,62960,24,,8,Steelers,3,45.5,U,http://www.pro-football-reference.com/boxscores/201612180cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-18,14,19,34,6,U.S. Bank Stadium,01:00,02:48:00,66820,,,,Vikings,5,44.5,U,http://www.pro-football-reference.com/boxscores/201612180min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-18,4,8,33,13,New Era Field,01:00,02:53:00,66529,26,,15,Bills,10.5,43,O,http://www.pro-football-reference.com/boxscores/201612180buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-18,22,11,17,6,MetLife Stadium,01:00,02:51:00,79434,55,,1,Giants,4,42.5,U,http://www.pro-football-reference.com/boxscores/201612180nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-18,31,16,19,17,Arrowhead Stadium,01:00,03:04:00,68840,1,,5,Chiefs,6,43,U,http://www.pro-football-reference.com/boxscores/201612180kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-18,12,6,30,27,Soldier Field,01:00,03:15:00,61137,11,,12,Packers,4.5,40,O,http://www.pro-football-reference.com/boxscores/201612180chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-18,3,25,27,26,M&T Bank Stadium,01:00,03:09:00,71223,62,,9,Ravens,5,41,O,http://www.pro-football-reference.com/boxscores/201612180rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-18,13,15,21,20,NRG Stadium,01:00,03:22:00,71803,,,,Texans,3.5,39.5,O,http://www.pro-football-reference.com/boxscores/201612180htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-18,2,28,41,13,Georgia Dome,04:05,02:54:00,70164,,,,Falcons,13.5,51.5,O,http://www.pro-football-reference.com/boxscores/201612180atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-18,21,1,48,41,University of Phoenix Stadium,04:05,03:21:00,65720,,,,Cardinals,3,48.5,O,http://www.pro-football-reference.com/boxscores/201612180crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-18,20,10,16,3,Sports Authority Field at Mile High,04:25,02:56:00,76893,18,,9,Patriots,3,43,U,http://www.pro-football-reference.com/boxscores/201612180den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-18,24,27,19,16,Qualcomm Stadium,04:25,03:11:00,68352,62,,5,Raiders,2.5,49.5,U,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-18,9,30,26,20,AT&T Stadium,08:30,02:55:00,93101,,,,Cowboys,7,47.5,U,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,15,,2016-12-19,5,32,26,15,FedExField,08:30,03:26:00,76689,32,,8,Redskins,7,50.5,U,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-22,25,22,24,19,Lincoln Financial Field,08:25,03:04:00,69596,40,,10,Eagles,1.5,42.5,O,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-24,32,6,41,21,Soldier Field,01:00,03:10:00,57953,37,,1,Redskins,3,49,O,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-24,12,19,38,25,Lambeau Field,01:00,03:12:00,77856,37,,8,Packers,6,44.5,O,http://www.pro-football-reference.com/boxscores/201612240gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-24,15,31,38,17,EverBank Field,01:00,03:07:00,59621,67,,5,Titans,4,44,O,http://www.pro-football-reference.com/boxscores/201612240jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-24,8,27,20,17,FirstEnergy Stadium,01:00,03:15:00,57272,38,,13,Chargers,4.5,45,U,http://www.pro-football-reference.com/boxscores/201612240cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-24,18,4,34,31,New Era Field,01:00,03:38:00,64690,38,,13,Bills,4.5,44.5,O,http://www.pro-football-reference.com/boxscores/201612240buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-24,2,5,33,16,Bank of America Stadium,01:00,03:15:00,73549,56,,5,Falcons,3,49,P,http://www.pro-football-reference.com/boxscores/201612240car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-24,20,23,41,3,Gillette Stadium,01:00,02:48:00,66829,40,,6,Patriots,17,45,U,http://www.pro-football-reference.com/boxscores/201612240nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-24,24,14,33,25,Oakland Coliseum,04:05,03:04:00,54896,50,,9,Raiders,3.5,52,O,http://www.pro-football-reference.com/boxscores/201612240rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-24,28,17,22,21,Los Angeles Memorial Coliseum,04:25,03:12:00,83656,59,,6,Rams,6,39.5,O,http://www.pro-football-reference.com/boxscores/201612240ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-24,1,29,34,31,CenturyLink Field,04:25,03:21:00,69500,39,,2,Seahawks,9,43.5,O,http://www.pro-football-reference.com/boxscores/201612240sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-24,21,30,31,24,Mercedes-Benz Superdome,04:25,02:58:00,73177,,,,Saints,3,53,O,http://www.pro-football-reference.com/boxscores/201612240nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-24,13,7,12,10,NRG Stadium,08:25,02:43:00,71836,,,,Texans,3,41.5,U,http://www.pro-football-reference.com/boxscores/201612240htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-25,26,3,31,27,Heinz Field,04:30,03:04:00,66276,41,,9,Steelers,5.5,46.5,O,http://www.pro-football-reference.com/boxscores/201612250pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-25,16,10,33,10,Arrowhead Stadium,08:30,03:22:00,76671,53,,9,Chiefs,3.5,38,O,http://www.pro-football-reference.com/boxscores/201612250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,16,,2016-12-26,9,11,42,21,AT&T Stadium,08:30,03:05:00,92885,,,,Cowboys,6.5,46.5,O,http://www.pro-football-reference.com/boxscores/201612260dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,26,8,27,24,Heinz Field,01:00,03:26:00,55921,41,,1,Steelers,3,41.5,O,http://www.pro-football-reference.com/boxscores/201701010pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,30,5,17,16,Raymond James Stadium,01:00,03:07:00,62370,81,,6,Buccaneers,3,44.5,U,http://www.pro-football-reference.com/boxscores/201701010tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,31,13,24,17,Nissan Stadium,01:00,03:11:00,65205,52,,7,Titans,3,41.5,U,http://www.pro-football-reference.com/boxscores/201701010oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,23,4,30,10,MetLife Stadium,01:00,02:58:00,78160,42,,11,Bills,3.5,43,U,http://www.pro-football-reference.com/boxscores/201701010nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,20,18,35,14,Hard Rock Stadium,01:00,02:53:00,66163,80,,15,Patriots,7.5,47,O,http://www.pro-football-reference.com/boxscores/201701010mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,14,15,24,20,Lucas Oil Stadium,01:00,03:06:00,65160,,,,Colts,5.5,48.5,U,http://www.pro-football-reference.com/boxscores/201701010clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,19,6,38,10,U.S. Bank Stadium,01:00,02:47:00,66808,,,,Vikings,6,44,O,http://www.pro-football-reference.com/boxscores/201701010min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,25,9,27,13,Lincoln Financial Field,01:00,03:03:00,69596,50,,10,Eagles,6.5,44,U,http://www.pro-football-reference.com/boxscores/201701010phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,7,3,27,10,Paul Brown Stadium,01:00,02:50:00,54944,40,,6,Ravens,2.5,40.5,U,http://www.pro-football-reference.com/boxscores/201701010cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,16,27,37,27,Qualcomm Stadium,04:25,03:10:00,54915,59,,10,Chiefs,5.5,45,O,http://www.pro-football-reference.com/boxscores/201701010sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,29,28,25,23,Levi's Stadium,04:25,03:03:00,70178,54,,5,Seahawks,11.5,45,O,http://www.pro-football-reference.com/boxscores/201701010sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,10,24,24,6,Sports Authority Field at Mile High,04:25,03:05:00,76836,45,,9,Broncos,1,40,U,http://www.pro-football-reference.com/boxscores/201701010den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,1,17,44,6,Los Angeles Memorial Coliseum,04:25,03:12:00,80729,59,,,Cardinals,7,39,O,http://www.pro-football-reference.com/boxscores/201701010ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,2,21,38,32,Georgia Dome,04:25,03:17:00,70835,,,,Falcons,7.5,58.5,O,http://www.pro-football-reference.com/boxscores/201701010atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,22,32,19,10,FedExField,04:25,02:55:00,79471,53,,1,Redskins,9,47.5,U,http://www.pro-football-reference.com/boxscores/201701010was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
,17,,2017-01-01,12,11,31,24,Ford Field,08:30,03:21:00,66345,,,,Packers,3.5,50,O,http://www.pro-football-reference.com/boxscores/201701010det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
