Player,Tm,XPM,XPA,FGM,FGA,Pnt,Yds,Y/P,Lng,
Matt Darr,MIA,,,,,5,207,41.4,47,http://www.pro-football-reference.com/boxscores/201612240buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dan Carpenter,BUF,4,4,1,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Colton Schmidt,BUF,,,,,4,169,42.3,48,http://www.pro-football-reference.com/boxscores/201612240buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Bryant,ATL,3,3,4,5,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matthew Bosher,ATL,,,,,3,127,42.3,59,http://www.pro-football-reference.com/boxscores/201612240car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Graham Gano,CAR,1,1,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Michael Palardy,CAR,,,,,3,130,43.3,51,http://www.pro-football-reference.com/boxscores/201612240car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lac Edwards,NYJ,,,,,4,180,45.0,49,http://www.pro-football-reference.com/boxscores/201612240nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nick Folk,NYJ,,,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Stephen Gostkowski,NWE,5,5,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Allen,NWE,,,,,4,187,46.8,51,http://www.pro-football-reference.com/boxscores/201612240nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adam Vinatieri,IND,2,2,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Pat McAfee,IND,,,,,2,100,50.0,53,http://www.pro-football-reference.com/boxscores/201612240rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sebastian Janikowski,OAK,3,5,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marquette King,OAK,,,,,5,235,47.0,58,http://www.pro-football-reference.com/boxscores/201612240rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Phil Dawson,SFO,2,2,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bradley Pinion,SFO,,,,,9,372,41.3,47,http://www.pro-football-reference.com/boxscores/201612240ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Greg Zuerlein,LAR,3,3,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Johnny Hekker,LAR,,,,,8,368,46.0,53,http://www.pro-football-reference.com/boxscores/201612240ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chandler Catanzaro,ARI,4,4,2,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Wile,ARI,,,,,5,222,44.4,59,http://www.pro-football-reference.com/boxscores/201612240sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Steven Hauschka,SEA,2,3,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jon Ryan,SEA,,,,,4,144,36.0,50,http://www.pro-football-reference.com/boxscores/201612240sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Roberto Aguayo,TAM,3,3,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bryan Anger,TAM,,,,,3,153,51.0,55,http://www.pro-football-reference.com/boxscores/201612240nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Wil Lutz,NOR,2,2,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Thomas Morstead,NOR,,,,,3,124,41.3,45,http://www.pro-football-reference.com/boxscores/201612240nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Randy Bullock,CIN,1,1,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kevin Huber,CIN,,,,,8,366,45.8,54,http://www.pro-football-reference.com/boxscores/201612240htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nick Novak,HOU,,1,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201612240htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Shane Lechler,HOU,,,,,8,371,46.4,55,http://www.pro-football-reference.com/boxscores/201612240htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Justin Tucker,BAL,1,1,4,4,0,0,,0,http://www.pro-football-reference.com/boxscores/201612250pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sam Koch,BAL,,,,,3,109,36.3,43,http://www.pro-football-reference.com/boxscores/201612250pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Boswell,PIT,4,4,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201612250pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Berry,PIT,,,,,3,137,45.7,55,http://www.pro-football-reference.com/boxscores/201612250pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon McManus,DEN,1,1,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201612250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Riley Dixon,DEN,,,,,7,326,46.6,61,http://www.pro-football-reference.com/boxscores/201612250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cairo Santos,KAN,3,4,2,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201612250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dustin Colquitt,KAN,,,,,4,164,41.0,52,http://www.pro-football-reference.com/boxscores/201612250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Prater,DET,3,3,,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201612260dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sam Martin,DET,,,,,4,196,49.0,54,http://www.pro-football-reference.com/boxscores/201612260dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dan Bailey,DAL,6,6,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201612260dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Jones,DAL,,,,,4,189,47.3,57,http://www.pro-football-reference.com/boxscores/201612260dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cody Parkey,CLE,3,3,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Britton Colquitt,CLE,,,,,4,190,47.5,51,http://www.pro-football-reference.com/boxscores/201701010pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Boswell,PIT,3,3,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Berry,PIT,,,,,8,368,46.0,64,http://www.pro-football-reference.com/boxscores/201701010pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Graham Gano,CAR,1,1,1,4,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Michael Palardy,CAR,,,,,4,164,41.0,47,http://www.pro-football-reference.com/boxscores/201701010tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Roberto Aguayo,TAM,2,2,1,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bryan Anger,TAM,,,,,5,229,45.8,53,http://www.pro-football-reference.com/boxscores/201701010tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nick Novak,HOU,2,2,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Shane Lechler,HOU,,,,,3,142,47.3,49,http://www.pro-football-reference.com/boxscores/201701010oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Succop,TEN,3,3,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brett Kern,TEN,,,,,5,211,42.2,48,http://www.pro-football-reference.com/boxscores/201701010oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dan Carpenter,BUF,1,1,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Colton Schmidt,BUF,,,,,6,254,42.3,49,http://www.pro-football-reference.com/boxscores/201701010nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Nick Folk,NYJ,3,3,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Lac Edwards,NYJ,,,,,5,231,46.2,53,http://www.pro-football-reference.com/boxscores/201701010nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Stephen Gostkowski,NWE,3,3,2,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Allen,NWE,,,,,3,146,48.7,56,http://www.pro-football-reference.com/boxscores/201701010mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Andrew Franks,MIA,2,2,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Darr,MIA,,,,,5,206,41.2,53,http://www.pro-football-reference.com/boxscores/201701010mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jason Myers,JAX,2,2,2,4,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brad Nortman,JAX,,,,,4,188,47.0,52,http://www.pro-football-reference.com/boxscores/201701010clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adam Vinatieri,IND,3,3,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Pat McAfee,IND,,,,,4,203,50.8,57,http://www.pro-football-reference.com/boxscores/201701010clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Connor Barth,CHI,1,1,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Pat O'Donnell,CHI,,,,,3,143,47.7,54,http://www.pro-football-reference.com/boxscores/201701010min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kai Forbath,MIN,5,5,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jeff Locke,MIN,,,,,2,64,32.0,41,http://www.pro-football-reference.com/boxscores/201701010min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dan Bailey,DAL,1,1,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chris Jones,DAL,,,,,4,195,48.8,66,http://www.pro-football-reference.com/boxscores/201701010phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Caleb Sturgis,PHI,3,3,2,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Donnie Jones,PHI,,,,,4,200,50.0,53,http://www.pro-football-reference.com/boxscores/201701010phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Justin Tucker,BAL,1,1,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sam Koch,BAL,,,,,4,175,43.8,68,http://www.pro-football-reference.com/boxscores/201701010cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Randy Bullock,CIN,3,3,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kevin Huber,CIN,,,,,5,247,49.4,63,http://www.pro-football-reference.com/boxscores/201701010cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Cairo Santos,KAN,4,4,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dustin Colquitt,KAN,,,,,1,44,44.0,44,http://www.pro-football-reference.com/boxscores/201701010sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Josh Lambo,SDG,3,3,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Drew Kaser,SDG,,,,,1,49,49.0,49,http://www.pro-football-reference.com/boxscores/201701010sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Steven Hauschka,SEA,1,2,4,4,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jon Ryan,SEA,,,,,4,184,46.0,64,http://www.pro-football-reference.com/boxscores/201701010sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Phil Dawson,SFO,3,3,,,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bradley Pinion,SFO,,,,,6,289,48.2,53,http://www.pro-football-reference.com/boxscores/201701010sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marquette King,OAK,,,,,8,452,56.5,68,http://www.pro-football-reference.com/boxscores/201701010den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon McManus,DEN,3,3,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Riley Dixon,DEN,,,,,5,224,44.8,53,http://www.pro-football-reference.com/boxscores/201701010den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Chandler Catanzaro,ARI,5,5,3,3,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Wile,ARI,,,,,3,147,49.0,54,http://www.pro-football-reference.com/boxscores/201701010ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Johnny Hekker,LAR,,,,,7,337,48.1,73,http://www.pro-football-reference.com/boxscores/201701010ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Greg Zuerlein,LAR,,,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Wil Lutz,NOR,2,2,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Thomas Morstead,NOR,,,,,4,224,56.0,59,http://www.pro-football-reference.com/boxscores/201701010atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Bryant,ATL,5,5,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matthew Bosher,ATL,,,,,4,185,46.3,57,http://www.pro-football-reference.com/boxscores/201701010atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Robbie Gould,NYG,1,1,2,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brad Wing,NYG,,,,,8,363,45.4,55,http://www.pro-football-reference.com/boxscores/201701010was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Dustin Hopkins,WAS,1,1,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tress Way,WAS,,,,,7,348,49.7,59,http://www.pro-football-reference.com/boxscores/201701010was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Mason Crosby,GNB,2,3,1,1,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jake Schum,GNB,,,,,5,186,37.2,53,http://www.pro-football-reference.com/boxscores/201701010det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Matt Prater,DET,3,3,1,2,0,0,,0,http://www.pro-football-reference.com/boxscores/201701010det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Sam Martin,DET,,,,,4,200,50.0,56,http://www.pro-football-reference.com/boxscores/201701010det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
