TeamID,GameID,1stDowns,RushAtt,RushYDs,RushTDs,PassComp,PassAtt,PassYDs,PassTDs,Ints,Sacked,SackedYDs,NetPassYDs,TotalYDs,Fumbles,FumblesLost,Turnovers,Penalties,PenaltyYDs,3rdM,3rdAtt,4thM,4thAtt,TOP,Q1,Q2,Q3,Q4,OT,URL
ARI,,21,27,175,1,18,33,145,2,2,3,20,125,300,4,2,4,7,54,4,13,0,0,29:56,6,3,0,14,,http://www.pro-football-reference.com/boxscores/201612110mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIA,,15,31,83,0,18,25,242,3,1,1,11,231,314,5,2,3,14,118,4,13,0,0,30:04,7,7,7,5,,http://www.pro-football-reference.com/boxscores/201612110mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYJ,,24,40,188,2,23,35,257,0,1,6,41,216,404,0,0,1,9,56,8,18,1,1,41:55,0,3,3,11,23,http://www.pro-football-reference.com/boxscores/201612110sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SFO,,17,27,248,1,15,26,133,1,0,2,17,116,364,0,0,0,3,25,2,12,0,1,24:30,14,3,0,0,17,http://www.pro-football-reference.com/boxscores/201612110sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NOR,,14,16,46,0,25,41,257,0,3,1,9,248,294,0,0,3,13,104,4,13,1,2,26:45,0,8,3,0,,http://www.pro-football-reference.com/boxscores/201612110tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TAM,,21,35,104,1,16,26,184,0,0,2,18,166,270,0,0,0,7,65,6,13,0,0,33:15,3,10,0,3,,http://www.pro-football-reference.com/boxscores/201612110tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SEA,,22,26,136,0,22,39,240,1,5,3,22,218,354,1,1,6,7,63,6,12,0,1,31:50,3,0,0,7,,http://www.pro-football-reference.com/boxscores/201612110gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
GNB,,18,30,93,2,18,25,246,3,0,1,9,237,330,0,0,0,5,50,4,11,0,1,28:10,7,14,7,10,,http://www.pro-football-reference.com/boxscores/201612110gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
ATL,,18,25,66,1,18,30,237,3,0,2,17,220,286,0,0,0,5,40,4,13,0,0,27:08,7,14,21,0,,http://www.pro-football-reference.com/boxscores/201612110ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
LAR,,21,23,104,2,24,41,235,0,2,3,27,208,312,3,3,5,11,105,6,14,0,0,32:52,0,0,0,14,,http://www.pro-football-reference.com/boxscores/201612110ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DAL,,13,25,108,0,17,37,165,1,2,3,13,152,260,2,1,3,5,54,1,15,1,2,29:08,7,0,0,0,,http://www.pro-football-reference.com/boxscores/201612110nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYG,,12,33,93,0,17,28,193,1,1,3,26,167,260,4,2,3,7,50,2,14,2,2,30:52,0,0,10,0,,http://www.pro-football-reference.com/boxscores/201612110nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BAL,,17,14,42,0,37,52,324,2,1,2,18,306,348,0,0,1,8,47,6,16,0,0,30:46,0,3,14,6,,http://www.pro-football-reference.com/boxscores/201612120nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NWE,,20,26,95,1,25,38,406,3,1,1,5,401,496,2,2,3,5,48,8,16,1,1,29:14,9,7,7,7,,http://www.pro-football-reference.com/boxscores/201612120nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
LAR,,13,17,47,0,18,35,167,0,0,4,31,136,183,1,0,0,8,76,3,12,0,4,27:29,0,3,0,0,,http://www.pro-football-reference.com/boxscores/201612150sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SEA,,19,30,72,0,19,26,229,3,1,2,2,227,299,1,0,1,13,86,7,15,1,1,32:31,0,10,7,7,,http://www.pro-football-reference.com/boxscores/201612150sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIA,,13,27,67,0,12,18,236,4,1,1,0,236,303,1,0,1,9,70,5,12,0,0,27:28,0,13,21,0,,http://www.pro-football-reference.com/boxscores/201612170nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYJ,,20,23,116,0,25,46,266,1,3,3,22,244,360,3,1,4,3,42,5,15,0,3,32:32,7,3,0,3,,http://www.pro-football-reference.com/boxscores/201612170nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PIT,,26,29,97,0,21,36,286,1,0,1,1,285,382,1,0,0,7,104,5,13,0,0,32:32,3,6,6,9,,http://www.pro-football-reference.com/boxscores/201612180cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CIN,,19,28,76,2,16,27,157,0,1,1,11,146,222,0,0,1,8,86,6,12,1,1,27:28,10,10,0,0,,http://www.pro-football-reference.com/boxscores/201612180cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
IND,,27,40,161,2,21,28,250,2,0,0,0,250,411,0,0,0,5,55,7,13,0,1,37:02,10,17,0,7,,http://www.pro-football-reference.com/boxscores/201612180min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIN,,20,9,34,0,32,42,291,0,1,5,43,248,282,2,2,3,6,27,3,9,0,1,22:58,0,0,3,3,,http://www.pro-football-reference.com/boxscores/201612180min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CLE,,16,21,107,1,17,28,196,0,0,5,34,162,269,2,0,0,4,51,3,11,1,1,25:41,3,0,10,0,,http://www.pro-football-reference.com/boxscores/201612180buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BUF,,29,40,280,3,17,25,174,1,0,1,3,171,451,0,0,0,5,42,4,9,0,1,34:19,10,7,7,9,,http://www.pro-football-reference.com/boxscores/201612180buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DET,,16,19,56,0,24,39,273,0,1,1,5,268,324,2,1,2,2,15,5,14,0,0,29:44,0,3,3,0,,http://www.pro-football-reference.com/boxscores/201612180nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYG,,17,32,114,0,20,28,201,2,0,2,15,186,300,0,0,0,5,46,7,15,0,0,30:16,7,3,0,7,,http://www.pro-football-reference.com/boxscores/201612180nyg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TEN,,21,29,148,2,19,33,241,0,1,1,0,241,389,2,2,3,2,25,6,14,1,1,30:35,0,7,0,12,,http://www.pro-football-reference.com/boxscores/201612180kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
KAN,,13,28,157,2,15,28,163,0,1,1,4,159,316,2,0,1,5,40,4,14,1,2,29:25,14,3,0,0,,http://www.pro-football-reference.com/boxscores/201612180kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
GNB,,20,23,226,3,19,31,252,0,0,4,27,225,451,0,0,0,8,64,3,10,0,1,32:47,7,3,17,3,,http://www.pro-football-reference.com/boxscores/201612180chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CHI,,29,19,95,1,30,43,362,2,3,1,8,354,449,1,1,4,6,40,3,8,0,0,27:13,0,10,0,17,,http://www.pro-football-reference.com/boxscores/201612180chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PHI,,27,38,169,2,22,42,170,0,1,1,11,159,328,3,0,1,3,30,8,18,1,3,36:38,3,11,0,12,,http://www.pro-football-reference.com/boxscores/201612180rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BAL,,18,24,151,1,16,30,206,2,1,3,17,189,340,2,1,2,7,62,4,11,0,0,23:22,10,10,0,7,,http://www.pro-football-reference.com/boxscores/201612180rav.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
JAX,,9,20,67,1,12,28,92,0,1,2,9,83,150,0,0,1,12,91,3,13,0,1,23:18,0,13,7,0,,http://www.pro-football-reference.com/boxscores/201612180htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
HOU,,23,31,79,1,29,47,308,0,2,0,0,308,387,3,0,2,6,71,4,14,0,1,36:42,0,5,6,10,,http://www.pro-football-reference.com/boxscores/201612180htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SFO,,15,20,107,0,20,33,183,2,0,2,18,165,272,1,1,1,4,20,6,13,0,0,23:59,0,13,0,0,,http://www.pro-football-reference.com/boxscores/201612180atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
ATL,,29,41,248,3,18,24,302,2,0,1,0,302,550,2,1,1,4,27,5,9,0,0,36:01,21,7,10,3,,http://www.pro-football-reference.com/boxscores/201612180atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NOR,,33,32,130,2,37,48,389,4,0,3,31,358,488,1,1,1,5,46,9,14,1,1,37:13,10,14,3,21,,http://www.pro-football-reference.com/boxscores/201612180crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
ARI,,26,15,116,3,28,40,318,2,0,1,9,309,425,2,2,2,7,52,5,10,1,1,22:47,7,13,7,14,,http://www.pro-football-reference.com/boxscores/201612180crd.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NWE,,20,39,136,1,16,32,188,0,0,2,11,177,313,3,0,0,4,30,5,17,0,1,33:36,3,7,3,3,,http://www.pro-football-reference.com/boxscores/201612180den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DEN,,15,17,58,0,25,40,282,0,1,4,31,251,309,2,2,3,5,49,2,12,0,1,26:24,3,0,0,0,,http://www.pro-football-reference.com/boxscores/201612180den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
OAK,,18,29,145,0,19,30,213,1,1,2,13,200,345,2,1,2,2,15,4,13,0,0,32:17,3,7,3,6,,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SDG,,14,22,73,0,17,30,206,2,1,3,16,190,263,2,1,2,6,44,8,15,0,1,27:43,7,3,6,0,,http://www.pro-football-reference.com/boxscores/201612180sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TAM,,16,20,52,0,17,35,247,2,3,4,23,224,276,2,1,4,3,35,4,12,0,1,23:56,3,3,14,0,,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DAL,,24,32,185,2,32,36,279,0,0,3,15,264,449,2,1,1,8,91,5,13,0,0,36:04,0,17,0,9,,http://www.pro-football-reference.com/boxscores/201612180dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CAR,,22,33,148,0,21,37,300,2,0,2,10,290,438,1,0,0,6,62,4,15,0,0,34:39,10,3,10,3,,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
WAS,,18,13,29,1,32,47,315,0,1,1,9,306,335,2,2,3,7,70,2,12,1,1,25:21,3,6,0,6,,http://www.pro-football-reference.com/boxscores/201612190was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYG,,24,25,114,0,38,63,356,1,3,0,0,356,470,2,0,3,5,50,10,22,1,2,34:04,3,10,3,3,,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PHI,,15,30,118,1,14,25,168,1,1,0,0,168,286,0,0,1,1,5,4,12,0,1,25:56,14,7,0,3,,http://www.pro-football-reference.com/boxscores/201612220phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
WAS,,21,35,208,4,18,29,270,1,0,0,0,270,478,0,0,0,7,73,8,13,0,1,32:35,14,10,7,10,,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CHI,,31,26,140,1,24,40,323,2,5,1,5,318,458,0,0,5,4,52,7,10,1,1,27:25,0,14,0,7,,http://www.pro-football-reference.com/boxscores/201612240chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIN,,22,20,93,0,34,50,382,3,0,4,29,353,446,2,2,2,8,70,5,15,3,3,31:01,3,10,0,12,,http://www.pro-football-reference.com/boxscores/201612240gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
GNB,,19,15,40,1,28,39,347,4,0,4,39,308,348,1,0,0,3,21,6,13,0,0,28:59,14,14,0,10,,http://www.pro-football-reference.com/boxscores/201612240gnb.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TEN,,19,20,58,0,21,44,223,2,1,3,18,205,263,1,0,1,6,49,5,14,0,1,27:29,0,7,3,7,,http://www.pro-football-reference.com/boxscores/201612240jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
JAX,,25,28,84,1,27,39,345,2,0,2,14,331,415,2,1,1,4,45,4,12,0,0,32:31,10,9,6,13,,http://www.pro-football-reference.com/boxscores/201612240jax.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SDG,,19,19,34,0,23,46,322,2,1,0,0,322,356,1,0,1,9,92,5,15,2,2,27:31,10,0,7,0,,http://www.pro-football-reference.com/boxscores/201612240cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CLE,,23,29,124,2,19,28,175,0,0,9,48,127,251,0,0,0,4,44,6,15,1,1,32:29,7,10,3,0,,http://www.pro-football-reference.com/boxscores/201612240cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIA,,22,38,261,2,16,30,233,2,1,0,0,233,494,0,0,1,2,15,5,12,0,0,33:40,7,7,14,3,34,http://www.pro-football-reference.com/boxscores/201612240buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BUF,,30,49,272,1,26,39,329,3,0,2,12,317,589,1,0,0,5,35,8,18,1,2,40:33,0,7,14,10,31,http://www.pro-football-reference.com/boxscores/201612240buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
ATL,,21,24,152,1,27,33,277,2,0,4,21,256,408,1,0,0,6,45,6,14,0,0,32:45,13,7,3,10,,http://www.pro-football-reference.com/boxscores/201612240car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CAR,,17,23,119,0,18,43,198,1,2,2,15,183,302,0,0,2,4,24,4,15,3,4,27:15,0,3,10,3,,http://www.pro-football-reference.com/boxscores/201612240car.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYJ,,14,29,111,0,8,24,136,0,3,2,8,128,239,1,1,4,6,77,1,11,2,3,25:17,0,0,0,3,,http://www.pro-football-reference.com/boxscores/201612240nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NWE,,21,40,114,2,18,29,220,3,0,1,9,211,325,1,0,0,3,20,11,18,0,0,34:43,10,17,7,7,,http://www.pro-football-reference.com/boxscores/201612240nwe.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
IND,,20,24,102,1,19,29,288,2,2,0,0,288,390,1,1,3,4,22,4,8,0,1,23:55,0,7,7,11,,http://www.pro-football-reference.com/boxscores/201612240rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
OAK,,27,37,210,2,23,34,261,3,0,1,8,253,463,1,0,0,10,93,9,15,0,0,36:05,0,19,14,0,,http://www.pro-football-reference.com/boxscores/201612240rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SFO,,21,29,70,1,28,37,266,2,1,4,13,253,323,2,1,2,11,100,6,16,1,1,31:03,7,0,0,15,,http://www.pro-football-reference.com/boxscores/201612240ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
LAR,,13,29,99,2,11,24,90,1,2,4,12,78,177,2,0,2,5,45,4,13,1,1,28:57,14,0,0,7,,http://www.pro-football-reference.com/boxscores/201612240ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
ARI,,21,29,94,3,16,27,284,1,0,1,8,276,370,1,1,1,7,85,1,9,0,0,26:18,7,7,0,20,,http://www.pro-football-reference.com/boxscores/201612240sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SEA,,24,27,78,0,29,45,350,4,0,6,37,313,391,1,1,1,5,40,8,17,0,2,33:42,0,3,7,21,,http://www.pro-football-reference.com/boxscores/201612240sea.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TAM,,23,21,89,1,23,35,277,2,2,2,17,260,349,0,0,2,7,63,7,12,0,0,28:24,0,7,14,3,,http://www.pro-football-reference.com/boxscores/201612240nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NOR,,25,31,123,2,23,34,299,1,0,2,5,294,417,1,0,0,7,59,5,12,0,0,31:36,7,6,15,3,,http://www.pro-football-reference.com/boxscores/201612240nor.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CIN,,15,19,50,0,28,41,268,1,1,3,24,244,294,1,0,1,6,60,7,16,1,1,28:54,0,3,0,7,,http://www.pro-football-reference.com/boxscores/201612240htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
HOU,,17,24,95,1,18,29,176,0,0,4,21,155,250,1,0,0,3,25,4,14,0,0,31:06,0,0,3,9,,http://www.pro-football-reference.com/boxscores/201612240htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BAL,,22,26,122,1,30,44,262,1,1,2,16,246,368,2,0,1,7,95,9,17,0,1,34:37,3,3,11,10,,http://www.pro-football-reference.com/boxscores/201612250pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PIT,,23,22,127,1,24,33,279,3,2,0,0,279,406,0,0,2,4,45,3,7,0,0,25:23,7,0,3,21,,http://www.pro-football-reference.com/boxscores/201612250pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DEN,,14,14,63,1,17,43,183,0,1,0,0,183,246,3,2,3,9,70,4,15,1,2,21:59,7,3,0,0,,http://www.pro-football-reference.com/boxscores/201612250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
KAN,,23,37,238,2,26,37,246,2,1,0,0,246,484,2,0,1,8,65,9,17,0,0,38:01,21,0,0,12,,http://www.pro-football-reference.com/boxscores/201612250kan.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DET,,23,20,90,3,26,46,260,0,1,4,31,229,319,2,1,2,5,62,5,12,2,2,30:43,7,14,0,0,,http://www.pro-football-reference.com/boxscores/201612260dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DAL,,23,30,164,2,16,21,222,4,0,1,11,211,375,0,0,0,8,47,4,8,0,0,29:17,14,7,14,7,,http://www.pro-football-reference.com/boxscores/201612260dal.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CLE,,27,33,231,1,29,40,232,2,1,4,26,206,437,4,3,4,5,37,8,15,0,0,38:54,7,7,0,7,24,http://www.pro-football-reference.com/boxscores/201701010pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PIT,,21,28,69,1,24,37,277,3,1,4,34,243,312,1,0,1,9,43,3,14,2,2,33:09,0,7,0,14,27,http://www.pro-football-reference.com/boxscores/201701010pit.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CAR,,18,32,128,1,18,32,237,1,3,3,30,207,335,0,0,3,4,45,4,15,2,2,32:24,7,0,3,6,,http://www.pro-football-reference.com/boxscores/201701010tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TAM,,18,25,112,0,20,35,202,1,1,3,14,188,300,1,1,2,5,30,4,12,0,0,27:36,3,0,7,7,,http://www.pro-football-reference.com/boxscores/201701010tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
HOU,,20,22,46,1,26,48,278,1,0,4,35,243,289,1,1,1,6,35,3,15,4,6,29:08,0,0,10,7,,http://www.pro-football-reference.com/boxscores/201701010oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
TEN,,16,29,103,1,16,26,150,1,1,4,17,133,236,0,0,1,7,50,9,15,0,0,30:52,7,7,7,3,,http://www.pro-football-reference.com/boxscores/201701010oti.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BUF,,14,28,68,1,15,31,182,0,1,3,20,162,230,2,2,3,0,0,6,16,0,1,28:33,0,3,0,7,,http://www.pro-football-reference.com/boxscores/201701010nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYJ,,18,30,127,0,20,30,210,2,0,1,8,202,329,1,0,0,2,15,4,13,0,2,31:27,0,10,10,10,,http://www.pro-football-reference.com/boxscores/201701010nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NWE,,22,29,120,1,25,34,276,3,0,0,0,276,396,0,0,0,7,64,7,12,0,0,31:22,14,6,7,8,,http://www.pro-football-reference.com/boxscores/201701010mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIA,,16,23,75,0,24,34,205,2,1,0,0,205,280,3,1,2,9,73,7,12,0,0,28:38,0,7,7,0,,http://www.pro-football-reference.com/boxscores/201701010mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
JAX,,23,30,182,1,25,39,301,1,0,2,13,288,470,2,2,2,8,54,4,14,0,0,29:36,10,7,0,3,,http://www.pro-football-reference.com/boxscores/201701010clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
IND,,24,22,94,1,24,41,321,2,1,4,31,290,384,1,1,2,4,35,2,10,1,1,30:24,0,3,14,7,,http://www.pro-football-reference.com/boxscores/201701010clt.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CHI,,19,37,183,0,13,20,149,1,2,2,9,140,323,4,3,5,6,49,2,9,1,2,29:48,0,10,0,0,,http://www.pro-football-reference.com/boxscores/201701010min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
MIN,,21,28,124,1,25,34,250,3,1,0,0,250,374,0,0,1,2,15,6,12,0,1,30:12,7,17,0,14,,http://www.pro-football-reference.com/boxscores/201701010min.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DAL,,15,21,69,0,16,29,151,1,2,3,25,126,195,1,0,2,5,35,5,12,0,0,24:18,0,10,3,0,,http://www.pro-football-reference.com/boxscores/201701010phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
PHI,,24,30,114,1,27,43,245,2,0,2,13,232,346,0,0,0,4,61,6,14,0,1,35:42,3,7,7,10,,http://www.pro-football-reference.com/boxscores/201701010phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
BAL,,22,16,72,1,33,51,279,0,2,3,16,263,335,0,0,2,4,41,8,16,1,3,29:18,3,0,0,7,,http://www.pro-football-reference.com/boxscores/201701010cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
CIN,,25,38,153,2,18,28,226,1,0,1,8,218,371,1,0,0,2,20,1,8,0,0,30:42,14,6,0,7,,http://www.pro-football-reference.com/boxscores/201701010cin.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
KAN,,26,31,103,1,21,28,264,2,1,1,2,262,365,0,0,1,4,19,8,12,0,0,30:48,3,17,14,3,,http://www.pro-football-reference.com/boxscores/201701010sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SDG,,26,26,129,0,22,38,269,2,2,0,0,269,398,0,0,2,10,50,3,10,2,2,29:12,3,7,7,10,,http://www.pro-football-reference.com/boxscores/201701010sdg.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SEA,,18,25,87,1,23,38,300,1,0,2,11,289,376,3,0,0,4,34,3,12,0,1,29:34,3,16,3,3,,http://www.pro-football-reference.com/boxscores/201701010sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
SFO,,14,31,62,2,17,22,215,1,0,5,24,191,253,3,2,2,4,25,2,11,2,3,30:26,7,7,2,7,,http://www.pro-football-reference.com/boxscores/201701010sfo.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
OAK,,11,16,57,0,20,32,171,1,1,2,7,164,221,3,2,3,13,125,2,11,0,1,24:35,0,0,6,0,,http://www.pro-football-reference.com/boxscores/201701010den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DEN,,18,40,143,1,17,27,206,2,1,0,0,206,349,1,0,1,5,43,5,15,1,3,35:25,7,10,7,0,,http://www.pro-football-reference.com/boxscores/201701010den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
ARI,,21,24,84,1,22,42,263,3,2,1,3,260,344,1,0,2,4,51,4,14,1,2,27:58,3,13,14,14,,http://www.pro-football-reference.com/boxscores/201701010ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
LAR,,9,22,52,0,17,28,143,0,2,7,72,71,123,5,1,3,9,61,2,14,1,2,32:02,0,6,0,0,,http://www.pro-football-reference.com/boxscores/201701010ram.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NOR,,26,23,132,2,29,50,350,2,1,2,9,341,473,1,0,1,6,70,7,16,3,3,30:15,10,3,0,19,,http://www.pro-football-reference.com/boxscores/201701010atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
ATL,,25,22,142,1,27,36,331,4,0,1,8,323,465,0,0,0,9,63,6,11,0,0,29:45,14,21,3,0,,http://www.pro-football-reference.com/boxscores/201701010atl.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
NYG,,17,40,161,1,17,27,180,0,0,1,9,171,332,0,0,0,5,42,6,17,0,1,35:52,3,7,0,9,,http://www.pro-football-reference.com/boxscores/201701010was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
WAS,,16,15,38,0,22,35,287,1,2,4,41,246,284,2,1,3,5,42,4,12,0,0,24:08,0,0,3,7,,http://www.pro-football-reference.com/boxscores/201701010was.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
GNB,,28,31,153,0,27,39,300,4,0,1,5,295,448,0,0,0,10,75,7,13,0,0,34:09,0,10,7,14,,http://www.pro-football-reference.com/boxscores/201701010det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
DET,,24,21,76,1,26,41,347,2,1,2,15,332,408,0,0,1,5,30,5,12,0,0,25:51,0,14,0,10,,http://www.pro-football-reference.com/boxscores/201701010det.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
