Team,1st Downs,RushAtt,RushYDs,RushTDs,PassComp,PassAtt,PassYds,PassTDs,INT,Sacked,SackedYDs,NetPassYDs,TotalYDs,Fumbles,FumblesLost,TotalTurnovers,Penalties,PenaltyYDs,3rdMade,3rdAtt,4thMade,4thAtt,TOP,Q1pts,Q2pts,Q3pts,Q4pts,OTpts,URL
OAK,27,24,99,1,31,48,283,2,3,4,21,262,361,3,0,3,4,21,6,14,0,2,34:28:00,7,7,6,0,null,http://www.pro-football-reference.com/boxscores/201512060rai.htm
KAN,22,31,153,3,20,25,253,0,0,3,21,232,385,0,0,0,5,35,5,12,1,1,33:28:00,6,6,7,14,null,http://www.pro-football-reference.com/boxscores/201511220sdg.htm
SDG,14,25,52,0,19,30,178,0,1,3,29,149,201,1,1,2,6,39,4,13,0,1,26:32:00,0,3,0,0,null,http://www.pro-football-reference.com/boxscores/201511220sdg.htm
MIA,29,24,108,2,27,36,316,0,0,2,27,289,397,3,1,1,8,62,4,9,0,0,28:47:00,0,7,7,3,null,http://www.pro-football-reference.com/boxscores/201511080buf.htm
BUF,18,36,266,3,11,12,181,1,0,3,27,154,420,0,0,0,13,94,8,13,0,0,31:13:00,9,10,7,7,null,http://www.pro-football-reference.com/boxscores/201511080buf.htm
MIA,17,16,42,0,30,44,359,2,0,2,15,344,386,1,0,0,13,112,5,15,0,1,29:52:00,3,10,7,0,null,http://www.pro-football-reference.com/boxscores/201509200jax.htm
JAX,19,33,123,0,18,33,273,2,0,0,0,273,396,0,0,0,9,93,5,14,0,0,30:08:00,10,10,0,3,null,http://www.pro-football-reference.com/boxscores/201509200jax.htm
MIA,18,13,15,1,28,44,300,0,2,5,45,255,270,2,0,2,7,40,2,11,1,2,27:23:00,0,0,7,0,null,http://www.pro-football-reference.com/boxscores/201510290nwe.htm
NWE,24,26,95,0,26,38,356,4,0,2,14,342,437,0,0,0,8,69,3,12,1,1,32:37:00,7,12,3,14,null,http://www.pro-football-reference.com/boxscores/201510290nwe.htm
MIA,20,9,12,0,33,58,351,3,1,3,30,321,333,4,1,2,6,45,4,15,2,2,28:44:00,0,0,7,13,null,http://www.pro-football-reference.com/boxscores/201511290nyj.htm
NYJ,24,34,137,1,22,37,277,4,0,1,3,274,411,1,0,0,6,40,10,17,0,1,31:16:00,7,7,7,17,null,http://www.pro-football-reference.com/boxscores/201511290nyj.htm
MIA,15,26,99,0,21,36,217,2,0,4,27,190,289,1,0,0,8,84,5,15,0,0,28:53:00,3,10,0,7,null,http://www.pro-football-reference.com/boxscores/201511150phi.htm
PHI,29,36,83,1,33,48,392,1,1,4,39,353,436,3,0,1,7,54,7,18,1,2,31:07:00,16,0,0,3,null,http://www.pro-football-reference.com/boxscores/201511150phi.htm
MIA,13,19,44,2,20,34,216,0,0,3,29,187,231,2,1,1,9,72,2,14,3,3,21:07,0,0,7,7,null,http://www.pro-football-reference.com/boxscores/201512200sdg.htm
SDG,26,36,140,1,26,36,311,3,2,1,9,302,442,0,0,2,7,48,9,14,0,0,38:53:00,6,17,0,7,null,http://www.pro-football-reference.com/boxscores/201512200sdg.htm
MIA,26,32,180,2,22,29,266,2,2,2,12,254,434,0,0,2,9,97,5,9,0,0,31:53:00,10,7,7,14,null,http://www.pro-football-reference.com/boxscores/201510180oti.htm
TEN,22,18,63,0,26,41,282,1,2,6,46,236,299,2,2,4,7,50,2,10,1,2,28:07:00,3,0,7,0,null,http://www.pro-football-reference.com/boxscores/201510180oti.htm
MIA,19,18,74,0,22,34,226,1,0,3,44,182,256,2,1,1,6,39,5,12,0,1,22:06,0,7,0,10,null,http://www.pro-football-reference.com/boxscores/201509130was.htm
WAS,20,37,161,0,21,31,196,1,2,1,8,188,349,1,0,2,11,88,6,14,0,1,37:54:00,3,7,0,0,null,http://www.pro-football-reference.com/boxscores/201509130was.htm
MIN,23,24,72,1,25,36,335,1,0,3,18,317,389,3,3,3,3,25,6,11,0,0,28:01:00,7,3,0,10,null,http://www.pro-football-reference.com/boxscores/201512100crd.htm
ARI,22,29,97,0,25,35,310,2,0,2,14,296,393,0,0,0,4,30,6,13,1,1,31:59:00,10,0,7,6,null,http://www.pro-football-reference.com/boxscores/201512100crd.htm
MIN,24,39,191,2,20,28,174,0,1,0,0,174,365,0,0,1,9,53,7,12,0,0,33:28:00,7,0,3,10,null,http://www.pro-football-reference.com/boxscores/201511290atl.htm
ATL,22,24,116,0,22,31,230,1,2,2,17,213,329,2,1,3,6,78,5,11,0,1,26:32:00,0,3,0,7,null,http://www.pro-football-reference.com/boxscores/201511290atl.htm
MIN,17,25,147,0,17,30,187,1,1,1,7,180,327,1,0,1,4,35,5,12,0,0,27:18:00,7,3,0,13,null,http://www.pro-football-reference.com/boxscores/201511010chi.htm
CHI,18,25,97,1,22,33,211,1,0,1,3,208,305,2,0,0,4,38,3,12,1,1,32:42:00,3,7,3,7,null,http://www.pro-football-reference.com/boxscores/201511010chi.htm
MIN,19,21,113,1,27,41,269,1,0,7,57,212,325,3,1,1,9,63,6,16,2,2,33:54:00,0,10,0,10,null,http://www.pro-football-reference.com/boxscores/201510040den.htm
DEN,18,24,144,1,17,27,213,1,2,2,13,200,344,0,0,2,8,40,2,9,1,1,26:06:00,3,10,7,3,null,http://www.pro-football-reference.com/boxscores/201510040den.htm
MIN,25,35,140,0,25,35,316,2,0,4,31,285,425,2,1,1,3,31,5,13,0,1,36:27:00,3,12,10,3,null,http://www.pro-football-reference.com/boxscores/201510250det.htm
DET,14,17,77,0,18,26,256,2,0,7,59,197,274,0,0,0,5,30,1,10,0,2,23:33,14,3,0,2,null,http://www.pro-football-reference.com/boxscores/201510250det.htm
MIN,14,27,151,1,10,19,99,0,1,3,8,91,242,3,1,2,5,37,2,11,1,1,24:18:00,3,3,14,0,null,http://www.pro-football-reference.com/boxscores/201601030gnb.htm
GNB,19,26,76,0,28,44,291,1,1,5,17,274,350,1,1,2,7,54,2,15,3,6,35:42:00,3,0,0,10,null,http://www.pro-football-reference.com/boxscores/201601030gnb.htm
MIN,21,33,263,1,14,22,140,1,0,4,18,122,385,1,0,0,3,15,4,11,0,0,33:01:00,10,10,0,10,null,http://www.pro-football-reference.com/boxscores/201511150rai.htm
OAK,20,19,84,0,29,43,302,2,2,2,15,287,371,1,0,2,8,82,7,14,0,0,26:59:00,0,14,0,0,null,http://www.pro-football-reference.com/boxscores/201511150rai.htm
MIN,17,17,71,0,23,32,231,0,1,5,54,177,248,0,0,1,5,25,1,9,0,2,26:58:00,0,0,0,3,null,http://www.pro-football-reference.com/boxscores/201509140sfo.htm
SFO,25,39,230,2,17,26,165,0,0,1,0,165,395,1,1,1,8,57,5,12,0,0,33:02:00,0,7,3,10,null,http://www.pro-football-reference.com/boxscores/201509140sfo.htm
NOR,18,20,54,0,30,48,355,1,1,2,1,354,408,0,0,1,7,73,7,18,0,1,33:24:00,3,7,3,6,null,http://www.pro-football-reference.com/boxscores/201509130crd.htm
ARI,25,25,120,1,19,32,307,3,0,0,0,307,427,1,1,1,5,30,5,10,0,0,26:36:00,7,7,3,14,null,http://www.pro-football-reference.com/boxscores/201509130crd.htm
NOR,24,22,67,1,32,43,323,1,0,0,0,323,390,1,1,1,4,45,6,10,0,1,29:34:00,7,7,3,3,null,http://www.pro-football-reference.com/boxscores/201601030atl.htm
ATL,25,27,87,0,24,36,334,2,1,1,7,327,414,2,1,2,4,32,8,12,0,0,30:26:00,3,14,0,0,null,http://www.pro-football-reference.com/boxscores/201601030atl.htm
NOR,27,24,70,2,31,38,310,0,1,1,0,310,380,1,1,2,8,55,7,12,1,1,32:44:00,3,7,6,6,null,http://www.pro-football-reference.com/boxscores/201509270car.htm
CAR,24,30,119,1,20,31,315,2,0,1,3,312,431,0,0,0,10,88,5,11,1,1,27:16:00,0,10,10,7,null,http://www.pro-football-reference.com/boxscores/201509270car.htm
NOR,14,10,50,0,25,44,228,0,1,2,10,218,268,1,0,1,10,82,3,12,0,1,23:37,0,6,0,0,null,http://www.pro-football-reference.com/boxscores/201511290htx.htm
HOU,23,38,167,1,21,27,205,2,1,1,10,195,362,2,0,1,6,40,6,13,0,0,36:23:00,14,0,10,0,null,http://www.pro-football-reference.com/boxscores/201511290htx.htm
NOR,22,36,183,3,29,45,280,1,1,2,14,266,449,1,0,1,12,100,7,20,1,1,38:23:00,7,13,7,0,null,http://www.pro-football-reference.com/boxscores/201510250clt.htm
IND,15,13,75,0,23,44,333,3,2,4,32,301,376,3,1,3,7,42,3,13,0,0,21:37,0,0,14,7,null,http://www.pro-football-reference.com/boxscores/201510250clt.htm
NOR,19,21,96,0,26,43,335,2,1,5,43,292,388,3,3,4,7,78,8,16,1,1,25:58:00,7,0,3,7,null,http://www.pro-football-reference.com/boxscores/201510110phi.htm
PHI,34,34,186,2,32,45,333,2,2,0,0,333,519,0,0,2,4,35,4,11,0,2,34:02:00,0,10,16,13,null,http://www.pro-football-reference.com/boxscores/201510110phi.htm
NOR,26,35,87,1,31,41,312,2,0,2,11,301,388,0,0,0,12,95,12,17,0,0,37:14:00,7,10,7,0,null,http://www.pro-football-reference.com/boxscores/201512130tam.htm
TAM,18,19,115,1,18,32,182,1,0,1,6,176,291,0,0,0,8,80,4,11,1,1,22:46,0,10,0,7,null,http://www.pro-football-reference.com/boxscores/201512130tam.htm
NOR,16,25,158,0,19,28,209,2,2,2,17,192,350,1,0,2,7,50,4,11,0,2,26:26:00,7,7,0,0,null,http://www.pro-football-reference.com/boxscores/201511150was.htm
WAS,23,31,209,0,20,25,324,4,0,3,23,301,510,3,0,0,5,26,6,11,0,0,33:34:00,14,13,10,10,null,http://www.pro-football-reference.com/boxscores/201511150was.htm
NWE,28,15,56,1,38,59,466,3,0,2,15,451,507,2,2,2,11,119,3,10,0,2,29:57:00,14,10,13,3,null,http://www.pro-football-reference.com/boxscores/201509200buf.htm
BUF,23,27,160,2,23,30,242,3,3,8,53,189,349,3,0,3,14,140,4,13,1,1,30:03:00,7,6,0,19,null,http://www.pro-football-reference.com/boxscores/201509200buf.htm
NWE,20,23,109,1,20,27,275,2,0,5,28,247,356,1,0,0,9,65,3,10,0,1,26:48:00,3,10,7,10,null,http://www.pro-football-reference.com/boxscores/201510110dal.htm
DAL,18,24,100,0,26,39,188,0,1,3,24,164,264,1,1,2,7,50,4,14,1,2,33:12:00,3,0,3,0,null,http://www.pro-football-reference.com/boxscores/201510110dal.htm
NWE,16,16,39,0,23,42,280,3,0,3,18,262,301,1,1,1,5,47,2,13,0,1,25:57:00,7,7,0,10,0,http://www.pro-football-reference.com/boxscores/201511290den.htm
DEN,23,32,179,3,23,42,270,1,1,3,16,254,433,2,0,1,6,46,4,16,1,1,36:31:00,0,7,0,17,6,http://www.pro-football-reference.com/boxscores/201511290den.htm
NWE,20,17,44,1,27,56,310,1,2,4,18,292,336,1,0,2,7,53,2,15,2,4,30:12:00,6,3,3,6,null,http://www.pro-football-reference.com/boxscores/201601240den.htm
DEN,12,30,99,0,17,32,176,2,0,3,31,145,244,1,1,1,7,51,6,17,0,0,29:48:00,7,10,0,3,null,http://www.pro-football-reference.com/boxscores/201601240den.htm
NWE,18,31,116,1,22,30,226,2,0,3,29,197,313,1,1,1,6,46,7,16,0,0,35:14:00,7,10,3,7,null,http://www.pro-football-reference.com/boxscores/201512130htx.htm
HOU,7,22,87,0,12,24,159,0,0,6,57,102,189,2,1,1,4,36,3,14,0,2,24:46:00,3,3,0,0,null,http://www.pro-football-reference.com/boxscores/201512130htx.htm
NWE,22,25,116,1,23,37,312,3,1,2,11,301,417,0,0,1,8,72,5,12,1,1,27:28:00,7,13,7,7,null,http://www.pro-football-reference.com/boxscores/201510180clt.htm
IND,24,22,120,0,30,50,312,3,0,3,23,289,409,0,0,0,11,103,7,16,1,3,32:32:00,7,14,0,6,null,http://www.pro-football-reference.com/boxscores/201510180clt.htm
NWE,12,27,70,1,13,25,140,0,0,2,14,126,196,1,0,0,7,41,4,14,0,1,28:55:00,0,3,7,0,null,http://www.pro-football-reference.com/boxscores/201601030mia.htm
MIA,20,34,96,0,25,38,350,2,0,1,8,342,438,1,0,0,10,93,8,17,0,1,31:05:00,3,7,0,10,null,http://www.pro-football-reference.com/boxscores/201601030mia.htm
NWE,22,23,77,1,26,42,334,2,1,3,5,329,406,2,1,2,7,93,7,14,1,1,31:36:00,7,3,7,10,null,http://www.pro-football-reference.com/boxscores/201511150nyg.htm
NYG,21,23,80,0,24,44,361,2,0,3,19,342,422,3,1,1,8,49,7,15,0,0,28:24:00,7,10,6,3,null,http://www.pro-football-reference.com/boxscores/201511150nyg.htm
NWE,16,22,63,0,22,31,231,1,1,2,10,221,284,0,0,1,1,7,1,10,3,3,28:33:00,0,3,10,7,0,http://www.pro-football-reference.com/boxscores/201512270nyj.htm
NYJ,24,27,143,0,26,41,296,3,0,1,11,285,428,3,1,1,6,39,5,13,0,0,34:04:00,3,7,7,3,6,http://www.pro-football-reference.com/boxscores/201512270nyj.htm
NYG,19,28,92,0,20,35,212,3,1,1,1,211,303,1,0,1,11,85,3,15,0,0,30:33:00,9,7,0,8,null,http://www.pro-football-reference.com/boxscores/201510040buf.htm
BUF,14,24,55,0,28,42,274,1,1,2,16,258,313,2,1,2,17,135,3,16,1,3,29:27:00,3,0,0,7,null,http://www.pro-football-reference.com/boxscores/201510040buf.htm
NYG,18,24,99,1,20,36,193,0,0,1,3,190,289,0,0,0,5,44,6,14,0,0,22:50,3,10,3,10,null,http://www.pro-football-reference.com/boxscores/201509130dal.htm
DAL,27,23,80,0,36,45,356,3,2,0,0,356,436,3,1,3,3,35,6,11,0,0,37:10:00,3,3,7,14,null,http://www.pro-football-reference.com/boxscores/201509130dal.htm
NYG,25,31,92,0,27,31,337,4,0,0,0,337,429,1,1,1,3,25,5,11,0,0,30:31:00,3,14,7,7,null,http://www.pro-football-reference.com/boxscores/201512140mia.htm
MIA,16,22,128,2,25,41,236,1,0,1,1,235,363,2,1,1,12,123,7,16,1,2,29:29:00,7,10,7,0,null,http://www.pro-football-reference.com/boxscores/201512140mia.htm
NYG,15,20,91,0,20,34,302,2,3,4,30,272,363,3,0,3,7,48,1,11,0,2,25:03:00,0,3,7,7,null,http://www.pro-football-reference.com/boxscores/201512270min.htm
MIN,17,40,218,3,15,25,168,1,0,3,18,150,368,0,0,0,2,10,6,16,0,0,34:57:00,3,16,13,17,null,http://www.pro-football-reference.com/boxscores/201512270min.htm
NYG,28,21,87,0,30,41,350,6,0,3,21,329,416,2,1,1,6,53,1,8,2,2,25:01:00,7,14,7,21,null,http://www.pro-football-reference.com/boxscores/201511010nor.htm
NOR,35,26,103,0,39,50,505,7,2,0,0,505,608,1,0,2,12,93,7,11,1,1,34:59:00,14,14,14,10,null,http://www.pro-football-reference.com/boxscores/201511010nor.htm
NYG,18,23,81,0,24,38,189,1,2,3,23,166,247,2,1,3,12,92,4,13,0,1,29:30:00,7,0,0,0,null,http://www.pro-football-reference.com/boxscores/201510190phi.htm
PHI,24,37,158,1,24,38,280,1,3,1,10,270,428,3,1,4,9,72,6,16,0,0,30:30:00,7,10,7,3,null,http://www.pro-football-reference.com/boxscores/201510190phi.htm
NYG,24,33,114,0,26,40,213,2,2,0,0,213,327,1,0,2,6,49,9,16,0,1,34:55:00,10,7,3,12,null,http://www.pro-football-reference.com/boxscores/201511080tam.htm
TAM,19,23,136,1,19,36,247,0,0,0,0,247,383,4,3,3,9,79,6,13,0,0,25:05:00,6,3,3,6,null,http://www.pro-football-reference.com/boxscores/201511080tam.htm
NYG,17,13,33,0,26,51,321,2,3,3,22,299,332,3,0,3,4,35,3,15,2,2,24:00:00,0,0,0,14,null,http://www.pro-football-reference.com/boxscores/201511290was.htm
WAS,18,37,105,1,20,29,302,1,0,0,0,302,407,1,0,0,7,80,4,15,1,2,36:00:00,0,17,0,3,null,http://www.pro-football-reference.com/boxscores/201511290was.htm
NYJ,15,17,122,0,16,37,181,2,3,1,3,178,300,0,0,3,6,41,3,11,0,0,20:47,0,7,10,0,null,http://www.pro-football-reference.com/boxscores/201601030buf.htm
BUF,18,43,113,2,18,28,182,0,0,2,0,182,295,2,1,1,4,45,9,20,2,2,39:13:00,7,9,3,3,null,http://www.pro-football-reference.com/boxscores/201601030buf.htm
NYJ,20,26,73,1,26,39,299,1,1,2,0,299,372,0,0,1,8,61,5,14,0,1,32:17:00,6,3,0,10,null,http://www.pro-football-reference.com/boxscores/201512190dal.htm
DAL,15,21,133,0,18,33,195,1,4,2,19,176,309,0,0,4,6,54,2,11,1,1,27:43:00,3,7,3,3,null,http://www.pro-football-reference.com/boxscores/201512190dal.htm
NYJ,16,21,70,1,19,39,216,1,2,3,19,197,267,1,0,2,7,54,3,14,1,2,26:35:00,0,3,7,7,null,http://www.pro-football-reference.com/boxscores/201511220htx.htm
HOU,19,37,123,0,17,35,250,3,0,1,9,241,364,2,1,1,3,54,7,18,0,0,33:25:00,0,10,14,0,null,http://www.pro-football-reference.com/boxscores/201511220htx.htm
NYJ,20,27,101,0,22,34,244,2,1,1,1,243,344,1,0,1,8,90,4,12,0,0,31:48:00,7,3,0,10,null,http://www.pro-football-reference.com/boxscores/201509210clt.htm
IND,17,24,93,0,21,37,250,1,3,0,0,250,343,2,2,5,11,84,6,14,0,0,28:12:00,0,0,0,7,null,http://www.pro-football-reference.com/boxscores/201509210clt.htm
NYJ,23,43,207,2,16,29,218,1,1,0,0,218,425,0,0,1,14,163,6,16,0,0,37:23:00,10,10,7,0,null,http://www.pro-football-reference.com/boxscores/201510040mia.htm
MIA,17,11,59,0,19,44,198,2,2,3,31,167,226,1,0,2,9,80,0,12,0,4,22:37,0,7,0,7,null,http://www.pro-football-reference.com/boxscores/201510040mia.htm
NYJ,25,29,89,0,22,39,295,2,0,2,12,283,372,1,1,1,4,29,8,14,0,0,33:03:00,3,7,7,6,null,http://www.pro-football-reference.com/boxscores/201510250nwe.htm
NWE,20,9,16,1,34,54,355,2,0,3,18,337,353,1,0,0,4,38,8,16,1,1,26:57:00,3,10,3,14,null,http://www.pro-football-reference.com/boxscores/201510250nwe.htm
NYJ,28,24,90,0,36,50,390,2,0,3,17,373,463,2,1,1,8,61,6,15,1,1,38:31:00,3,7,0,10,3,http://www.pro-football-reference.com/boxscores/201512060nyg.htm
NYG,14,24,74,0,18,34,297,1,1,3,16,281,355,0,0,1,8,60,4,15,1,2,29:56:00,0,20,0,0,0,http://www.pro-football-reference.com/boxscores/201512060nyg.htm
NYJ,22,21,74,0,31,47,311,2,1,3,19,292,366,0,0,1,6,40,7,16,1,3,29:22:00,3,3,7,7,null,http://www.pro-football-reference.com/boxscores/201511010rai.htm
OAK,21,25,118,0,23,36,333,4,0,0,0,333,451,0,0,0,6,61,4,10,0,0,30:38:00,7,14,10,3,null,http://www.pro-football-reference.com/boxscores/201511010rai.htm
OAK,16,22,70,0,20,34,196,2,1,2,23,173,243,1,1,2,5,47,6,13,0,0,26:38:00,0,14,3,3,null,http://www.pro-football-reference.com/boxscores/201510040chi.htm
CHI,23,29,98,0,28,43,281,2,1,3,8,273,371,3,2,3,7,48,10,17,1,1,33:22:00,6,10,0,6,null,http://www.pro-football-reference.com/boxscores/201510040chi.htm
OAK,19,30,155,1,20,32,314,2,0,0,0,314,469,1,1,1,12,85,6,14,0,0,32:29:00,3,14,3,7,null,http://www.pro-football-reference.com/boxscores/201509270cle.htm
CLE,21,14,39,0,28,49,341,2,1,5,25,316,355,2,1,2,6,50,8,16,1,1,27:31:00,0,3,7,10,null,http://www.pro-football-reference.com/boxscores/201509270cle.htm
OAK,8,23,27,0,12,29,135,2,0,3,36,99,126,3,0,0,10,70,3,15,0,0,24:02:00,0,0,9,6,null,http://www.pro-football-reference.com/boxscores/201512130den.htm
DEN,20,21,34,0,35,51,308,0,0,5,32,276,310,4,2,2,4,27,4,18,1,3,35:58:00,6,6,0,0,null,http://www.pro-football-reference.com/boxscores/201512130den.htm
OAK,13,21,52,1,13,25,169,0,0,1,5,164,216,3,0,0,6,31,4,11,0,0,23:58,0,0,13,0,null,http://www.pro-football-reference.com/boxscores/201511220det.htm
DET,22,31,109,1,22,35,282,0,0,4,16,266,375,0,0,0,7,55,6,14,0,0,36:02:00,6,3,0,9,null,http://www.pro-football-reference.com/boxscores/201511220det.htm
OAK,14,16,48,0,21,33,194,1,1,6,37,157,205,2,0,1,7,59,3,14,1,1,25:05:00,0,10,0,7,null,http://www.pro-football-reference.com/boxscores/201601030kan.htm
KAN,23,39,189,1,15,25,159,2,2,1,9,150,339,0,0,2,5,55,6,13,1,2,34:55:00,14,0,9,0,null,http://www.pro-football-reference.com/boxscores/201601030kan.htm
OAK,24,25,139,1,24,44,301,4,1,0,0,301,440,5,3,4,3,21,6,14,0,0,27:56:00,7,7,7,14,null,http://www.pro-football-reference.com/boxscores/201511080pit.htm
PIT,27,30,195,2,28,50,413,2,1,1,11,402,597,1,1,2,5,42,6,17,1,2,32:04:00,3,18,0,17,null,http://www.pro-football-reference.com/boxscores/201511080pit.htm
OAK,19,26,130,1,24,31,289,3,0,1,7,282,412,0,0,0,14,136,5,12,0,0,30:49:00,10,20,7,0,null,http://www.pro-football-reference.com/boxscores/201510250sdg.htm
SDG,28,21,90,0,38,58,336,3,2,1,9,327,417,1,0,2,9,86,8,16,0,0,29:11:00,3,3,0,23,null,http://www.pro-football-reference.com/boxscores/201510250sdg.htm
OAK,22,30,84,0,24,38,330,3,0,1,7,323,407,3,2,2,11,94,8,15,0,1,34:55:00,7,3,7,7,null,http://www.pro-football-reference.com/boxscores/201511290oti.htm
TEN,19,18,44,0,17,37,218,3,2,2,13,205,249,0,0,2,4,25,3,12,0,1,25:05:00,6,0,8,7,null,http://www.pro-football-reference.com/boxscores/201511290oti.htm
PHI,23,16,63,2,36,52,336,1,2,0,0,336,399,0,0,2,10,88,3,12,1,1,24:33:00,0,3,14,7,null,http://www.pro-football-reference.com/boxscores/201509140atl.htm
ATL,21,35,105,0,23,34,298,2,2,1,8,290,395,0,0,2,7,57,4,14,0,0,35:27:00,3,17,0,6,null,http://www.pro-football-reference.com/boxscores/201509140atl.htm
PHI,20,30,177,1,26,46,205,0,1,5,33,172,349,1,0,1,7,46,7,18,1,2,31:06:00,0,6,10,0,null,http://www.pro-football-reference.com/boxscores/201510250car.htm
CAR,21,33,204,2,14,24,197,1,3,1,7,190,394,0,0,3,5,43,2,9,0,0,28:54:00,7,7,7,6,null,http://www.pro-football-reference.com/boxscores/201510250car.htm
PHI,25,35,172,2,25,36,295,1,0,1,8,287,459,0,0,0,10,70,3,13,2,2,25:42:00,0,7,7,13,6,http://www.pro-football-reference.com/boxscores/201511080dal.htm
DAL,25,29,134,0,25,38,299,3,1,4,22,277,411,2,0,1,8,58,8,16,2,2,38:19:00,7,0,7,13,0,http://www.pro-football-reference.com/boxscores/201511080dal.htm
PHI,14,25,68,0,19,27,199,2,0,6,40,159,227,1,1,1,2,30,6,14,0,0,22:49,0,7,0,7,null,http://www.pro-football-reference.com/boxscores/201511260det.htm
DET,28,30,108,1,27,38,337,5,0,2,15,322,430,0,0,0,4,29,5,10,0,0,37:11:00,7,17,14,7,null,http://www.pro-football-reference.com/boxscores/201511260det.htm
PHI,15,33,128,0,14,24,120,2,0,1,0,120,248,2,1,1,8,97,6,14,0,0,25:44:00,0,14,14,7,null,http://www.pro-football-reference.com/boxscores/201512060nwe.htm
NWE,27,25,103,1,30,57,348,3,2,4,24,324,427,0,0,2,3,30,7,17,1,2,34:16:00,0,14,0,14,null,http://www.pro-football-reference.com/boxscores/201512060nwe.htm
PHI,23,26,120,2,30,38,320,2,1,1,5,315,435,1,1,2,3,11,10,13,0,0,28:06:00,14,7,7,7,null,http://www.pro-football-reference.com/boxscores/201601030nyg.htm
NYG,30,36,208,1,24,43,302,2,0,2,8,294,502,2,1,1,2,10,7,15,1,2,31:54:00,3,17,7,3,null,http://www.pro-football-reference.com/boxscores/201601030nyg.htm
PHI,18,38,123,1,14,28,118,1,0,1,10,108,231,1,1,1,5,21,4,15,0,0,28:11:00,3,21,0,0,null,http://www.pro-football-reference.com/boxscores/201509270nyj.htm
NYJ,19,16,47,0,35,58,283,2,3,1,7,276,323,2,1,4,6,53,7,17,0,0,31:49:00,0,7,0,10,null,http://www.pro-football-reference.com/boxscores/201509270nyj.htm
PHI,14,18,87,0,15,28,270,3,0,5,37,233,320,2,2,2,8,72,4,12,0,1,18:52,0,0,13,7,null,http://www.pro-football-reference.com/boxscores/201510040was.htm
WAS,25,32,127,1,31,46,290,1,0,1,0,290,417,2,1,1,10,110,9,17,0,0,41:08:00,6,7,3,7,null,http://www.pro-football-reference.com/boxscores/201510040was.htm
PIT,21,20,110,2,24,34,220,0,2,3,22,198,308,2,1,3,3,25,2,8,0,2,25:40:00,0,3,7,7,null,http://www.pro-football-reference.com/boxscores/201512270rav.htm
