Team,1st Downs,RushAtt,RushYDs,RushTDs,PassComp,PassAtt,PassYds,PassTDs,INT,Sacked,SackedYDs,NetPassYDs,TotalYDs,Fumbles,FumblesLost,TotalTurnovers,Penalties,PenaltyYDs,3rdMade,3rdAtt,4thMade,4thAtt,TOP,Q1pts,Q2pts,Q3pts,Q4pts,OTpts,URL
BAL,22,31,121,1,28,41,274,1,0,1,9,265,386,0,0,0,12,121,9,18,0,0,34:20:00,7,6,0,7,null,http://www.pro-football-reference.com/boxscores/201512270rav.htm
PIT,22,28,84,2,30,39,282,0,1,2,12,270,354,0,0,1,5,82,8,14,0,0,35:47:00,7,9,7,10,null,http://www.pro-football-reference.com/boxscores/201512130cin.htm
CIN,22,16,64,0,25,37,339,2,3,3,18,321,385,0,0,3,4,27,3,8,0,0,24:13:00,0,7,3,10,null,http://www.pro-football-reference.com/boxscores/201512130cin.htm
PIT,21,29,167,0,20,36,240,1,1,4,38,202,369,2,1,2,10,142,2,13,1,1,30:37:00,0,6,9,3,null,http://www.pro-football-reference.com/boxscores/201601090cin.htm
CIN,19,24,91,1,23,41,212,1,1,3,24,188,279,5,3,4,8,79,5,15,1,1,29:23:00,0,0,0,16,null,http://www.pro-football-reference.com/boxscores/201601090cin.htm
PIT,16,19,30,0,24,36,349,3,2,0,0,349,379,1,1,3,9,45,2,8,0,0,26:03:00,7,7,3,11,null,http://www.pro-football-reference.com/boxscores/201601030cle.htm
CLE,22,23,86,0,24,46,240,0,2,7,63,177,263,3,2,4,8,47,4,16,1,4,33:57:00,3,6,0,3,null,http://www.pro-football-reference.com/boxscores/201601030cle.htm
PIT,16,19,85,1,24,37,339,0,0,3,28,311,396,2,1,1,5,38,2,12,0,2,28:27:00,7,3,3,3,null,http://www.pro-football-reference.com/boxscores/201601170den.htm
DEN,19,33,109,1,21,37,222,0,0,1,7,215,324,1,0,0,4,49,3,15,0,1,31:33:00,6,3,3,11,null,http://www.pro-football-reference.com/boxscores/201601170den.htm
PIT,18,24,147,0,16,29,209,1,2,2,17,192,339,1,1,3,1,5,2,10,1,2,27:34:00,3,0,7,3,null,http://www.pro-football-reference.com/boxscores/201510250kan.htm
KAN,18,29,138,1,21,32,251,1,0,2,12,239,377,0,0,0,6,66,9,16,0,0,32:26:00,3,6,7,7,null,http://www.pro-football-reference.com/boxscores/201510250kan.htm
PIT,23,25,134,1,26,38,351,1,1,3,21,330,464,0,0,1,8,77,7,15,2,2,32:05:00,0,3,8,10,null,http://www.pro-football-reference.com/boxscores/201509100nwe.htm
NWE,26,24,80,0,25,32,288,4,0,2,7,281,361,1,0,0,7,64,7,11,0,0,27:55:00,0,14,7,7,null,http://www.pro-football-reference.com/boxscores/201509100nwe.htm
PIT,14,27,155,1,13,26,203,1,1,3,9,194,349,0,0,1,8,86,5,14,0,0,26:17:00,0,3,7,14,null,http://www.pro-football-reference.com/boxscores/201510120sdg.htm
SDG,24,19,52,0,35,48,365,2,1,2,11,354,406,1,1,2,7,54,4,14,0,0,33:43:00,7,0,0,13,null,http://www.pro-football-reference.com/boxscores/201510120sdg.htm
PIT,26,14,58,2,37,59,490,1,4,2,10,480,538,1,0,4,6,65,5,11,0,1,32:00:00,3,15,3,9,null,http://www.pro-football-reference.com/boxscores/201511290sea.htm
SEA,21,27,100,1,21,30,345,5,0,2,9,336,436,2,0,0,8,76,7,13,0,0,28:00:00,0,14,6,19,null,http://www.pro-football-reference.com/boxscores/201511290sea.htm
PIT,17,22,62,1,25,30,230,0,1,5,33,197,259,1,0,1,4,63,6,12,0,0,32:19:00,3,6,0,3,null,http://www.pro-football-reference.com/boxscores/201509270ram.htm
STL,12,18,71,0,19,29,197,0,1,2,10,187,258,0,0,1,7,97,2,10,0,2,27:41:00,0,3,0,3,null,http://www.pro-football-reference.com/boxscores/201509270ram.htm
SDG,22,26,81,0,28,37,301,3,0,1,11,290,371,1,0,0,6,66,7,13,0,0,30:06:00,3,13,7,3,null,http://www.pro-football-reference.com/boxscores/201511010rav.htm
BAL,23,25,72,1,25,37,319,1,0,3,26,293,365,1,0,0,5,46,5,12,1,1,29:54:00,6,7,6,10,null,http://www.pro-football-reference.com/boxscores/201511010rav.htm
SDG,19,25,131,0,21,27,241,2,1,4,18,223,354,2,2,3,8,64,4,11,0,0,30:09:00,3,3,7,6,null,http://www.pro-football-reference.com/boxscores/201509200cin.htm
CIN,20,36,175,0,16,26,214,3,0,0,0,214,389,2,2,2,9,75,4,10,0,0,29:51:00,7,7,3,7,null,http://www.pro-football-reference.com/boxscores/201509200cin.htm
SDG,15,29,110,0,21,35,228,2,1,3,21,207,317,3,0,1,7,45,6,18,0,2,34:32:00,3,3,7,7,null,http://www.pro-football-reference.com/boxscores/201601030den.htm
DEN,21,32,210,2,19,31,301,1,2,2,8,293,503,3,3,5,6,35,5,11,0,0,25:28:00,7,0,7,13,null,http://www.pro-football-reference.com/boxscores/201601030den.htm
SDG,32,21,60,0,43,65,503,2,0,3,15,488,548,2,1,1,9,76,9,18,1,3,38:00:00,3,7,7,3,null,http://www.pro-football-reference.com/boxscores/201510180gnb.htm
GNB,17,17,133,1,16,29,255,2,0,3,18,237,370,1,0,0,6,50,3,9,0,0,22:00,14,3,7,3,null,http://www.pro-football-reference.com/boxscores/201510180gnb.htm
SDG,24,26,79,0,29,43,300,4,0,2,10,290,369,0,0,0,8,70,6,14,1,1,31:24:00,0,21,3,7,null,http://www.pro-football-reference.com/boxscores/201511290jax.htm
JAX,20,19,102,0,30,49,329,2,1,2,11,318,420,0,0,1,6,35,5,15,2,3,28:36:00,6,3,3,13,null,http://www.pro-football-reference.com/boxscores/201511290jax.htm
SDG,15,18,44,0,24,43,263,0,1,5,27,236,280,0,0,1,7,48,6,18,3,3,31:08:00,0,0,3,0,null,http://www.pro-football-reference.com/boxscores/201512130kan.htm
KAN,18,25,150,0,15,23,191,1,1,2,12,179,329,2,1,2,8,53,6,11,0,0,28:52:00,0,10,0,0,null,http://www.pro-football-reference.com/boxscores/201512130kan.htm
SDG,21,28,90,0,26,40,309,2,1,4,30,279,369,1,1,2,7,74,8,17,0,1,33:29:00,0,7,0,7,null,http://www.pro-football-reference.com/boxscores/201509270min.htm
MIN,18,31,163,3,13,24,121,0,1,0,0,121,284,0,0,1,3,39,3,9,0,0,26:31:00,3,7,14,7,null,http://www.pro-football-reference.com/boxscores/201509270min.htm
SDG,19,25,72,1,31,49,277,1,0,1,6,271,343,1,1,1,9,75,5,16,0,1,35:04:00,7,10,0,3,0,http://www.pro-football-reference.com/boxscores/201512240rai.htm
OAK,14,24,106,1,23,38,204,1,1,3,29,175,281,0,0,1,16,121,4,15,0,0,33:21:00,7,3,2,8,3,http://www.pro-football-reference.com/boxscores/201512240rai.htm
SEA,22,36,145,1,22,32,225,3,0,1,16,209,354,0,0,0,6,70,8,15,1,1,36:37:00,10,20,6,0,null,http://www.pro-football-reference.com/boxscores/201601030crd.htm
ARI,16,13,27,0,20,43,213,1,3,2,8,205,232,0,0,3,6,43,5,12,0,1,23:23,0,6,0,0,null,http://www.pro-football-reference.com/boxscores/201601030crd.htm
SEA,28,36,123,0,24,33,301,5,0,0,0,301,424,1,1,1,6,42,8,12,0,0,35:43:00,7,7,7,14,null,http://www.pro-football-reference.com/boxscores/201512130rav.htm
BAL,16,14,28,0,23,40,274,0,1,1,0,274,302,1,1,2,9,94,3,11,0,1,24:17:00,0,6,0,0,null,http://www.pro-football-reference.com/boxscores/201512130rav.htm
SEA,23,12,78,0,31,48,366,3,2,5,41,325,403,0,0,2,3,20,5,11,1,2,24:22:00,0,0,14,10,null,http://www.pro-football-reference.com/boxscores/201601170car.htm
CAR,19,41,144,2,16,22,161,1,0,1,10,151,295,2,0,0,3,25,8,15,0,0,35:38:00,14,17,0,0,null,http://www.pro-football-reference.com/boxscores/201601170car.htm
SEA,16,30,200,1,15,23,213,1,1,4,16,197,397,0,0,1,10,112,5,13,0,0,30:35:00,7,3,14,0,0,http://www.pro-football-reference.com/boxscores/201510110cin.htm
CIN,27,31,109,1,30,44,331,2,1,4,21,310,419,1,1,2,7,50,6,15,0,0,40:49:00,7,0,0,17,3,http://www.pro-football-reference.com/boxscores/201510110cin.htm
SEA,19,31,113,0,19,30,210,1,1,0,0,210,323,0,0,1,5,40,5,12,0,0,29:38:00,3,7,0,3,null,http://www.pro-football-reference.com/boxscores/201511010dal.htm
DAL,14,30,129,0,13,26,97,0,0,1,6,91,220,1,0,0,5,40,4,14,1,2,30:22:00,3,3,3,3,null,http://www.pro-football-reference.com/boxscores/201511010dal.htm
SEA,21,25,119,0,19,30,206,2,1,2,1,205,324,1,1,2,6,92,3,9,0,0,26:42:00,3,0,14,0,null,http://www.pro-football-reference.com/boxscores/201509200gnb.htm
GNB,21,29,127,0,25,33,249,2,0,2,15,234,361,2,1,1,6,35,4,11,0,0,33:18:00,10,3,3,11,null,http://www.pro-football-reference.com/boxscores/201509200gnb.htm
SEA,25,36,173,2,21,28,274,3,0,2,14,260,433,1,1,1,9,65,9,13,1,1,35:10:00,7,14,14,3,null,http://www.pro-football-reference.com/boxscores/201512060min.htm
MIN,9,16,31,0,17,28,118,0,1,4,24,94,125,1,0,1,9,95,2,10,0,1,24:50:00,0,0,7,0,null,http://www.pro-football-reference.com/boxscores/201512060min.htm
SEA,13,28,97,0,13,26,142,1,1,2,13,129,226,2,0,1,6,65,5,14,0,3,27:34:00,0,0,0,10,null,http://www.pro-football-reference.com/boxscores/201601100min.htm
MIN,14,29,58,0,17,24,146,0,0,3,21,125,183,1,1,1,2,46,3,13,1,1,32:26:00,3,0,6,0,null,http://www.pro-football-reference.com/boxscores/201601100min.htm
SEA,21,41,176,1,18,24,235,1,2,5,23,212,388,0,0,2,6,50,5,13,1,1,38:05:00,7,10,0,3,null,http://www.pro-football-reference.com/boxscores/201510220sfo.htm
SFO,8,15,61,0,13,24,124,0,0,6,43,81,142,1,0,0,4,33,1,11,0,0,21:55,0,0,3,0,null,http://www.pro-football-reference.com/boxscores/201510220sfo.htm
SEA,21,32,124,0,32,41,251,1,1,6,32,219,343,0,0,1,7,46,8,19,1,2,37:28:00,7,3,3,18,0,http://www.pro-football-reference.com/boxscores/201509130ram.htm
STL,19,26,76,2,18,27,297,1,0,2,21,276,352,3,3,3,4,30,6,11,0,0,28:32:00,0,10,14,7,3,http://www.pro-football-reference.com/boxscores/201509130ram.htm
SFO,10,29,103,1,9,19,67,0,4,2,14,53,156,1,0,4,6,45,4,12,0,0,23:28,0,7,0,0,null,http://www.pro-football-reference.com/boxscores/201509270crd.htm
ARI,28,37,139,2,20,32,311,2,1,1,4,307,446,2,0,1,4,24,6,13,1,1,36:32:00,14,17,9,7,null,http://www.pro-football-reference.com/boxscores/201509270crd.htm
SFO,13,23,121,2,18,32,196,1,0,4,26,170,291,0,0,0,6,50,7,16,0,0,24:46:00,6,7,0,7,6,http://www.pro-football-reference.com/boxscores/201512060chi.htm
CHI,20,42,170,2,18,31,202,0,1,1,8,194,364,1,0,1,8,72,8,17,0,0,37:24:00,6,7,0,7,0,http://www.pro-football-reference.com/boxscores/201512060chi.htm
SFO,15,17,71,0,18,28,194,1,0,9,44,150,221,1,0,0,5,40,2,13,1,3,22:21,0,3,0,7,null,http://www.pro-football-reference.com/boxscores/201512130cle.htm
CLE,28,41,230,2,21,31,270,1,1,2,19,251,481,3,1,2,8,71,6,12,0,0,37:39:00,7,3,7,7,null,http://www.pro-football-reference.com/boxscores/201512130cle.htm
SFO,20,23,121,0,22,33,225,2,0,3,24,201,322,1,1,1,11,65,1,9,0,2,23:30,7,10,0,0,null,http://www.pro-football-reference.com/boxscores/201512270det.htm
DET,26,28,87,1,29,37,301,2,0,2,17,284,371,0,0,0,7,71,4,12,1,1,36:30:00,3,17,3,9,null,http://www.pro-football-reference.com/boxscores/201512270det.htm
SFO,22,27,124,1,23,35,262,2,0,2,6,256,380,3,0,0,4,28,8,14,0,0,28:02:00,3,3,7,14,null,http://www.pro-football-reference.com/boxscores/201510110nyg.htm
NYG,30,21,84,0,41,54,441,3,1,0,0,441,525,0,0,1,6,65,9,14,0,0,31:58:00,3,10,7,10,null,http://www.pro-football-reference.com/boxscores/201510110nyg.htm
SFO,27,31,111,0,33,46,335,2,0,5,37,298,409,2,1,1,7,46,7,17,3,5,36:59:00,0,3,0,15,null,http://www.pro-football-reference.com/boxscores/201509200pit.htm
PIT,21,25,84,3,21,27,369,3,0,0,0,369,453,0,0,0,7,58,6,10,0,0,23:01,8,21,0,14,null,http://www.pro-football-reference.com/boxscores/201509200pit.htm
SFO,14,16,59,0,22,34,264,1,0,2,17,247,306,2,0,0,5,42,2,11,0,0,22:21,0,7,6,0,null,http://www.pro-football-reference.com/boxscores/201511220sea.htm
SEA,28,44,255,1,24,29,260,3,0,2,7,253,508,0,0,0,8,51,8,14,0,0,37:39:00,13,7,3,6,null,http://www.pro-football-reference.com/boxscores/201511220sea.htm
SFO,11,21,38,0,20,41,162,0,0,3,11,151,189,0,0,0,13,93,3,17,0,1,28:02:00,3,3,0,0,null,http://www.pro-football-reference.com/boxscores/201511010ram.htm
STL,16,41,197,2,14,23,191,1,0,0,0,191,388,1,1,1,12,93,1,12,0,0,31:58:00,2,18,0,7,null,http://www.pro-football-reference.com/boxscores/201511010ram.htm
STL,13,26,164,0,16,24,171,3,0,1,7,164,328,1,0,0,7,66,5,13,0,0,26:47:00,7,3,7,7,null,http://www.pro-football-reference.com/boxscores/201510040crd.htm
ARI,26,21,113,0,29,46,352,1,1,4,18,334,447,3,2,3,3,20,2,11,1,2,33:13:00,3,6,3,10,null,http://www.pro-football-reference.com/boxscores/201510040crd.htm
STL,13,29,82,1,12,26,136,1,0,1,5,131,213,5,4,4,6,35,3,13,0,0,27:08:00,7,0,6,0,null,http://www.pro-football-reference.com/boxscores/201511220rav.htm
BAL,16,28,96,0,27,44,299,1,2,1,7,292,388,2,0,2,10,137,4,16,0,1,32:52:00,0,3,0,13,null,http://www.pro-football-reference.com/boxscores/201511220rav.htm
STL,19,17,94,1,36,53,259,0,3,1,8,251,345,0,0,3,7,45,6,15,1,3,29:53:00,0,7,0,0,null,http://www.pro-football-reference.com/boxscores/201511290cin.htm
CIN,19,31,140,0,21,28,236,3,1,0,0,236,376,1,0,1,3,35,3,10,0,1,30:07:00,7,10,14,0,null,http://www.pro-football-reference.com/boxscores/201511290cin.htm
STL,17,36,191,0,12,31,161,1,4,3,18,143,334,1,0,4,8,40,5,18,1,1,33:43:00,0,10,0,0,null,http://www.pro-football-reference.com/boxscores/201510110gnb.htm
GNB,14,27,86,0,19,30,241,2,2,2,5,236,322,1,1,3,7,67,4,13,0,1,26:17:00,14,0,7,3,null,http://www.pro-football-reference.com/boxscores/201510110gnb.htm
STL,18,36,160,1,18,33,168,0,0,1,8,160,320,1,0,0,12,87,2,16,1,1,32:27:00,6,9,0,3,0,http://www.pro-football-reference.com/boxscores/201511080min.htm
MIN,21,35,145,2,15,27,159,0,1,1,11,148,293,2,0,1,6,67,3,13,0,0,33:13:00,10,0,8,0,3,http://www.pro-football-reference.com/boxscores/201511080min.htm
STL,14,30,102,1,14,23,103,1,0,0,0,103,205,2,0,0,5,60,5,12,0,0,27:54:00,10,6,0,7,null,http://www.pro-football-reference.com/boxscores/201512270sea.htm
SEA,18,22,59,0,25,41,289,2,1,4,36,253,312,5,2,3,10,83,8,17,1,1,32:06:00,0,3,7,7,null,http://www.pro-football-reference.com/boxscores/201512270sea.htm
STL,21,33,133,1,22,38,231,0,0,0,0,231,364,1,0,0,11,105,3,13,0,1,38:30:00,3,13,0,0,0,http://www.pro-football-reference.com/boxscores/201601030sfo.htm
SFO,21,33,108,0,28,44,354,1,1,1,4,350,458,2,0,1,7,60,8,18,0,1,33:03:00,0,10,3,3,3,http://www.pro-football-reference.com/boxscores/201601030sfo.htm
STL,11,13,67,0,17,32,150,1,0,1,4,146,213,2,0,0,9,80,2,12,0,1,22:16,0,0,10,0,null,http://www.pro-football-reference.com/boxscores/201509200was.htm
WAS,19,37,182,2,23,27,203,1,0,2,12,191,373,1,1,1,7,53,8,16,0,0,37:44:00,10,7,0,7,null,http://www.pro-football-reference.com/boxscores/201509200was.htm
TAM,21,32,117,1,16,29,177,1,0,2,4,173,290,0,0,0,8,43,6,13,0,1,30:11:00,3,10,7,0,3,http://www.pro-football-reference.com/boxscores/201511010atl.htm
ATL,28,27,101,0,37,45,397,2,1,1,2,395,496,4,3,4,11,124,6,12,2,3,39:05:00,3,0,7,10,0,http://www.pro-football-reference.com/boxscores/201511010atl.htm
TAM,21,22,77,1,29,47,325,0,2,2,16,309,386,1,1,3,5,65,8,16,1,2,28:10:00,3,0,7,0,null,http://www.pro-football-reference.com/boxscores/201601030car.htm
CAR,23,32,111,3,21,26,293,2,0,4,38,255,366,2,2,2,7,33,7,10,0,0,31:50:00,0,24,7,7,null,http://www.pro-football-reference.com/boxscores/201601030car.htm
TAM,14,20,57,0,17,36,261,1,1,0,0,261,318,2,0,1,10,84,1,12,0,0,23:44,0,9,0,0,null,http://www.pro-football-reference.com/boxscores/201509270htx.htm
HOU,30,46,186,1,24,39,228,1,1,1,1,227,413,2,0,1,6,58,8,18,0,0,36:16:00,7,0,3,9,null,http://www.pro-football-reference.com/boxscores/201509270htx.htm
TAM,21,21,132,0,20,36,245,1,1,5,33,212,344,0,0,1,12,95,6,13,0,1,27:35:00,3,9,0,0,null,http://www.pro-football-reference.com/boxscores/201511290clt.htm
IND,23,26,27,0,26,42,315,2,0,3,6,309,336,1,0,0,6,45,7,16,0,0,32:25:00,3,3,13,6,null,http://www.pro-football-reference.com/boxscores/201511290clt.htm
TAM,18,35,139,1,14,21,207,1,0,3,13,194,333,2,2,2,11,90,5,14,0,0,28:32:00,3,7,13,3,null,http://www.pro-football-reference.com/boxscores/201509200nor.htm
NOR,21,27,104,2,24,38,255,1,1,4,36,219,323,5,2,3,10,115,7,14,1,1,31:28:00,0,7,0,12,null,http://www.pro-football-reference.com/boxscores/201509200nor.htm
TAM,25,42,283,0,19,29,246,5,0,1,8,238,521,3,1,1,9,82,10,16,1,1,35:54:00,7,21,7,10,null,http://www.pro-football-reference.com/boxscores/201511220phi.htm
PHI,21,28,136,0,26,41,261,2,3,3,14,247,383,1,1,4,5,25,7,15,0,0,24:06:00,7,7,0,3,null,http://www.pro-football-reference.com/boxscores/201511220phi.htm
TAM,30,27,146,0,29,50,363,2,1,0,0,363,509,2,1,2,9,56,3,10,0,1,31:20:00,3,0,3,17,null,http://www.pro-football-reference.com/boxscores/201512170ram.htm
STL,16,33,98,2,14,17,234,2,0,2,13,221,319,0,0,0,5,35,2,10,0,0,28:40:00,14,7,7,3,null,http://www.pro-football-reference.com/boxscores/201512170ram.htm
TAM,21,30,190,0,21,29,297,2,0,1,8,289,479,2,1,1,16,142,7,12,0,0,31:18:00,10,14,0,6,null,http://www.pro-football-reference.com/boxscores/201510250was.htm
WAS,27,19,50,1,33,40,317,3,0,1,12,305,355,1,1,1,4,20,5,11,0,0,28:42:00,0,7,14,10,null,http://www.pro-football-reference.com/boxscores/201510250was.htm
TEN,21,30,166,0,21,37,257,2,0,7,38,219,385,4,3,3,9,85,7,16,2,2,35:11:00,0,0,7,7,null,http://www.pro-football-reference.com/boxscores/201509200cle.htm
CLE,13,30,116,1,8,15,172,2,0,2,14,158,274,2,0,0,4,40,4,11,0,1,24:49:00,14,7,0,7,null,http://www.pro-football-reference.com/boxscores/201509200cle.htm
TEN,15,20,86,0,22,31,171,0,1,7,46,125,211,2,2,3,6,45,1,12,0,1,31:08:00,3,0,3,0,null,http://www.pro-football-reference.com/boxscores/201511010htx.htm
HOU,14,23,56,0,23,35,235,2,0,3,21,214,270,0,0,0,7,85,4,15,0,1,28:52:00,0,10,7,3,null,http://www.pro-football-reference.com/boxscores/201511010htx.htm
TEN,14,27,137,2,15,27,137,1,1,4,43,94,231,1,0,1,6,60,4,14,1,2,26:43:00,7,7,3,7,null,http://www.pro-football-reference.com/boxscores/201601030clt.htm
IND,20,32,127,0,21,38,207,2,1,1,7,200,327,0,0,1,6,71,7,17,0,0,33:17:00,10,10,7,3,null,http://www.pro-football-reference.com/boxscores/201601030clt.htm
TEN,22,26,104,1,22,35,231,0,0,4,19,212,316,1,1,1,6,59,5,13,0,0,31:35:00,3,3,7,0,null,http://www.pro-football-reference.com/boxscores/201511190jax.htm
JAX,18,23,90,0,21,31,242,1,1,4,24,218,308,1,1,2,8,88,4,13,0,0,28:25:00,0,6,3,10,null,http://www.pro-football-reference.com/boxscores/201511190jax.htm
TEN,25,28,112,0,28,39,371,4,0,0,0,371,483,2,1,1,9,66,5,13,0,0,32:21:00,10,7,3,8,6,http://www.pro-football-reference.com/boxscores/201511080nor.htm
NOR,30,27,61,1,28,39,387,3,1,4,32,355,416,1,1,2,8,75,6,11,0,0,32:49:00,14,7,0,7,0,http://www.pro-football-reference.com/boxscores/201511080nor.htm
TEN,15,21,59,0,23,34,274,2,2,5,51,223,282,2,1,3,3,29,3,12,0,1,30:23:00,0,3,7,6,null,http://www.pro-football-reference.com/boxscores/201512200nwe.htm
NWE,17,26,93,0,23,35,267,2,0,2,14,253,346,1,1,1,5,35,7,16,0,0,29:37:00,7,17,3,6,null,http://www.pro-football-reference.com/boxscores/201512200nwe.htm
TEN,15,13,24,0,22,40,315,1,1,5,47,268,292,1,0,1,3,20,3,14,1,3,24:04:00,0,0,8,0,null,http://www.pro-football-reference.com/boxscores/201512130nyj.htm
NYJ,24,34,183,0,21,36,263,3,0,1,7,256,439,0,0,0,3,20,7,15,1,1,35:56:00,10,17,0,3,null,http://www.pro-football-reference.com/boxscores/201512130nyj.htm
TEN,20,32,124,1,13,15,209,4,0,2,24,185,309,2,1,1,8,55,4,9,0,0,31:30:00,21,14,7,0,null,http://www.pro-football-reference.com/boxscores/201509130tam.htm
TAM,16,26,92,0,16,33,210,2,2,4,29,181,273,2,0,2,12,97,3,14,2,4,28:30:00,0,7,0,7,null,http://www.pro-football-reference.com/boxscores/201509130tam.htm
WAS,18,24,51,1,21,32,219,1,2,1,0,219,270,1,0,2,5,51,4,12,1,1,27:49:00,0,7,0,12,0,http://www.pro-football-reference.com/boxscores/201510110atl.htm
ATL,29,32,176,1,24,42,254,0,2,3,12,242,418,3,1,3,4,62,6,15,3,3,34:56:00,0,3,3,13,6,http://www.pro-football-reference.com/boxscores/201510110atl.htm
WAS,9,12,14,0,22,30,207,1,1,5,35,172,186,5,4,5,9,68,2,9,1,1,21:53,14,0,0,2,null,http://www.pro-football-reference.com/boxscores/201511220car.htm
CAR,27,39,142,0,21,34,246,5,0,2,20,226,368,1,0,0,8,66,7,14,0,1,38:07:00,14,17,10,3,null,http://www.pro-football-reference.com/boxscores/201511220car.htm
WAS,24,33,99,2,24,31,300,1,1,3,25,275,374,1,0,1,8,63,7,12,0,0,34:22:00,7,7,7,3,null,http://www.pro-football-reference.com/boxscores/201512130chi.htm
CHI,20,22,87,1,19,31,315,2,0,3,25,290,377,1,1,1,7,79,5,11,0,0,25:38:00,0,7,14,0,null,http://www.pro-football-reference.com/boxscores/201512130chi.htm
WAS,19,36,146,0,19,26,304,4,0,1,13,291,437,2,0,0,3,20,7,14,1,1,33:57:00,21,3,3,7,null,http://www.pro-football-reference.com/boxscores/201601030dal.htm
DAL,27,16,100,0,33,48,435,3,2,4,23,412,512,2,2,4,4,44,2,10,1,1,26:03:00,0,14,0,9,null,http://www.pro-football-reference.com/boxscores/201601030dal.htm
WAS,16,15,37,0,22,40,217,1,1,1,4,213,250,2,1,2,4,27,7,14,0,1,22:55,0,3,0,7,null,http://www.pro-football-reference.com/boxscores/201511080nwe.htm
NWE,27,37,161,1,26,39,299,2,1,0,0,299,460,2,1,2,6,43,9,16,1,1,37:05:00,14,3,3,7,null,http://www.pro-football-reference.com/boxscores/201511080nwe.htm
WAS,22,20,88,0,30,49,316,1,2,1,11,305,393,2,1,3,7,58,6,15,2,3,28:30:00,0,6,0,15,null,http://www.pro-football-reference.com/boxscores/201509240nyg.htm
NYG,19,31,84,1,23,32,279,2,0,0,0,279,363,1,0,0,8,67,4,12,1,1,31:30:00,12,3,3,14,null,http://www.pro-football-reference.com/boxscores/201509240nyg.htm
WAS,14,17,34,0,25,44,196,1,2,1,5,191,225,0,0,2,3,15,5,15,1,2,27:21:00,7,6,0,7,null,http://www.pro-football-reference.com/boxscores/201510180nyj.htm
NYJ,22,41,221,2,19,26,253,2,1,0,0,253,474,2,2,3,1,5,7,14,0,0,32:39:00,7,3,17,7,null,http://www.pro-football-reference.com/boxscores/201510180nyj.htm
WAS,25,26,67,0,31,46,365,4,0,2,14,351,418,1,0,0,8,70,5,14,0,0,34:04:00,13,3,14,8,null,http://www.pro-football-reference.com/boxscores/201512260phi.htm
PHI,23,16,45,2,37,56,380,1,0,5,27,353,398,7,2,2,8,45,7,19,2,3,25:56:00,7,3,7,7,null,http://www.pro-football-reference.com/boxscores/201512260phi.htm
